3.600 1:0.4066948196169407 2:0.868055522441864 3:0.49635786176277896 4:0.2934131622314453 5:0.46378235213001784 6:0.5 7:0.5767845813153777 8:0.9348347890531413 9:0.988242436866358
4.600 1:0.3221825782499656 2:0.6991071701049805 3:0.5704173199585961 4:0.5478260517120361 5:0.5143784260657669 6:1.0 7:0.41928228557479663 8:0.0 9:0.36297271405101933
4.400 1:0.4388466420232906 2:0.7708332538604736 3:0.6159007291103559 4:0.6183745861053467 5:0.622592278635916 6:1.0 7:0.5504403729964433 8:0.7783412998183935 9:0.621802213498314
4.200 1:0.32271602934632726 2:0.6589743494987488 3:0.4551630123629097 4:0.5076923370361328 5:0.5386181291474247 6:0.0 7:0.4731268092505916 8:0.9185943035653191 9:0.4505020890279159
4.800 1:0.48909097523405753 2:0.7603174448013306 3:0.47972588640153047 4:0.48120301961898804 5:0.5765680682195418 6:0.6666666666666666 7:0.313167701319063 8:0.934696619542071 9:0.6978032927238467
4.200 1:0.4639987224766033 2:0.8666666746139526 3:0.5151810582408257 4:0.567375898361206 5:0.593721666200044 6:1.0 7:0.31252162410762185 8:0.8719965965321121 9:0.7083314520996551
3.600 1:0.3063479320386835 2:0.6792857050895691 3:0.5026266969172605 4:0.375 5:0.3567962571801432 6:0.25 7:0.3621436530453005 8:0.9013232696475543 9:0.8609864361807231
4.400 1:0.4924946224258548 2:0.6074999570846558 3:0.6811368387328229 4:0.7007874250411987 5:0.6362756149070236 6:1.0 7:0.3950808609884782 8:0.9482014407993095 9:0.39510515119589235
4.600 1:0.23259983997515804 2:0.49851852655410767 3:0.3464830445647749 4:0.4716981053352356 5:0.32908059299768694 6:1.0 7:0.18476820173753566 8:0.0 9:0.5801079652608317
4.600 1:0.6600585210443518 2:0.902222216129303 3:0.7168823852457361 4:0.7441860437393188 5:0.7527046518885554 6:1.0 7:0.661523320178026 8:0.8646562620208305 9:0.7908262112336033
4.000 1:0.30742678967536935 2:0.5364087224006653 3:0.40910945223543826 4:0.41826921701431274 5:0.4506201710603563 6:0.25 7:0.2211091075518396 8:0.9581169792836587 9:0.41300739646281115
4.800 1:0.39244932935353277 2:0.8323413729667664 3:0.49339277365540785 4:0.48433732986450195 5:0.6912604180733004 6:0.8333333333333334 7:0.45203054195978254 8:0.9033865909924167 9:0.903377267107286
4.400 1:0.5018143505550905 2:0.7592857480049133 3:0.5299247150281774 4:0.32919251918792725 5:0.525524509206239 6:0.6666666666666666 7:0.386807251853565 8:0.8309192425511562 9:0.8188885545854424
5.000 1:0.5336588907407763 2:0.8106060028076172 3:0.6858259691516669 4:0.7320261001586914 5:0.6326767147746203 6:1.0 7:0.5152291833871032 8:0.9479185445106636 9:0.3832246377660037
5.000 1:0.9850979357461239 2:1.0 3:0.6900960939577113 4:0.8787878751754761 5:0.9929442864383893 6:1.0 7:0.6926163845796365 8:1.0 9:0.9997886131791297
4.000 1:0.33621916326222434 2:0.6113094687461853 3:0.42318361355512574 4:0.41826921701431274 5:0.4988805819114398 6:0.25 7:0.2826662255572218 8:0.8857420204660691 9:0.6149354888780563
4.800 1:0.36264773852072785 2:0.8500000238418579 3:0.61174425073929 4:0.6619718074798584 5:0.553350078455688 6:1.0 7:0.4125284492502933 8:0.7672423239496247 9:0.7902820828751391
3.600 1:0.2788729820350624 2:0.6988095045089722 3:0.40669108925043673 4:0.40594059228897095 5:0.36616614490916055 6:1.0 7:0.36135014249760034 8:0.9438813107869187 9:0.6967213270197326
5.000 1:1.0 2:1.0 3:0.9730826593413007 4:1.0 5:0.9999999999999999 6:1.0 7:0.5527727126051107 8:1.0 9:0.9999913932466497
4.200 1:0.364196438117032 2:0.7785714268684387 3:0.4425852263027616 4:0.4700000286102295 5:0.4768715679238554 6:1.0 7:0.4287540219377438 8:0.0 9:0.6430940979648657
5.000 1:0.6207341620690604 2:0.9285714030265808 3:0.7321216799266618 4:0.7200000286102295 5:0.6218157710078249 6:1.0 7:0.4707737317859527 8:1.0 9:0.6973092640371381
4.200 1:0.3943110117897782 2:0.8500000238418579 3:0.6813306599760603 4:0.6760563254356384 5:0.46076936931964935 6:1.0 7:0.3866216229385581 8:0.9491442429684543 9:0.8313895338233026
4.857 1:0.414570299372226 2:0.7333333492279053 3:0.5301244141750124 4:0.7980769276618958 5:0.7145203281637265 6:1.0 7:0.5227658935497772 8:0.9523525539098321 9:0.8561177661830517
4.667 1:0.6333604413778791 2:0.8611111044883728 3:0.6057563637703082 4:0.734375 5:0.5894950663189955 6:1.0 7:0.4850553715619357 8:0.9692154933067352 9:0.9587345269259004
4.000 1:0.5623158281121552 2:0.7620523571968079 3:0.515487646559729 4:0.6791044473648071 5:0.774472268104473 6:0.6666666666666666 7:0.6119109085022925 8:0.8798465814934194 9:0.6333759152466207
4.400 1:0.47975841141828024 2:0.8888888359069824 3:0.4952714761238885 4:0.6122449040412903 5:0.6551060498450708 6:1.0 7:0.3016934956691794 8:0.9241833230965872 9:0.49414172044627164
4.400 1:0.09680090825769698 2:0.2854938209056854 3:0.3919548031627679 4:0.3175675868988037 5:0.22199995099210418 6:1.0 7:0.1656156968514976 8:0.0 9:0.25287825672699216
4.600 1:0.6207341620690604 2:0.9285714030265808 3:0.7088359498402025 4:0.692307710647583 5:0.6205838111569385 6:1.0 7:0.45198729812035077 8:0.8712180552224876 9:0.6688885127489135
3.800 1:0.4722637719349618 2:0.9285714030265808 3:0.3962068560215988 4:0.477477490901947 5:0.7791697545353642 6:1.0 7:0.5732234933395299 8:0.9049429329500147 9:0.7538736115210959
2.800 1:0.30231418478085487 2:0.2929293215274811 3:0.30085366379853934 4:0.29032260179519653 5:0.5096855333849323 6:1.0 7:0.09008072763998787 8:0.0 9:0.013801462098876054
4.600 1:0.16661187707069994 2:0.48944443464279175 3:0.356408991927376 4:0.44954127073287964 5:0.3044398155059822 6:0.5 7:0.2576216233817503 8:0.0 9:0.435481896035596
4.600 1:0.5638547991111559 2:0.7974358797073364 3:0.7617664194668404 4:0.6033755540847778 5:0.6626606455336915 6:0.36363636363636365 7:0.4298782232892143 8:0.9061549752423629 9:0.47517015761280684
3.250 1:0.002244791518228129 2:0.0 3:0.4598606462446939 4:0.5354330539703369 5:0.009929903769647141 6:0.3333333333333333 7:0.0 8:0.8518866434527144 9:0.608806679270335
4.000 1:0.5383737025510364 2:0.9464285969734192 3:0.6809375715917528 4:0.5721392631530762 5:0.77284788783439 6:1.0 7:0.5624325235042671 8:0.9635872292216896 9:0.828566903617047
4.250 1:0.6011684949713807 2:1.0 3:0.6410083222459904 4:0.5906040668487549 5:0.561792592949836 6:1.0 7:0.5102691793844865 8:0.943873581491254 9:0.7661879166152867
5.000 1:0.4082293529156112 2:0.7470238208770752 3:0.49728200540439216 4:0.5987261533737183 5:0.4850154201823817 6:1.0 7:0.3535881923371921 8:0.8041223838124587 9:0.7520882164317512
4.800 1:0.7075046839452617 2:1.0 3:0.8068929714539557 4:0.8416666984558105 5:0.8737104380573864 6:1.0 7:0.7673447540095397 8:0.9668477686781606 9:0.9992426236944111
4.400 1:0.5402094195189701 2:0.8102563619613647 3:0.6357345181419533 4:0.5615763664245605 5:0.5783418082173499 6:1.0 7:0.5185910608156605 8:0.8579749401805807 9:0.4279797066388253
4.200 1:0.31110570922077563 2:0.8151041865348816 3:0.4781839899611512 4:0.4615384340286255 5:0.46190904939931615 6:1.0 7:0.5424797410454898 8:0.9301733093079736 9:0.6429934585832677
3.400 1:0.3262475445567988 2:0.7372548580169678 3:0.5097648314119826 4:0.5660377740859985 5:0.5683570545387822 6:1.0 7:0.47515490734425236 8:0.7234263650960637 9:0.48935467832365065
4.250 1:0.4768762477709387 2:0.7020833492279053 3:0.7277027539336746 4:0.6435643434524536 5:0.4979143694499693 6:1.0 7:0.4274000910197924 8:0.8072407685212224 9:0.7921231489983579
4.750 1:0.5278654526287744 2:0.8833333253860474 3:0.639212321404758 4:0.6254071593284607 5:0.6401085436993703 6:1.0 7:0.47725473250388945 8:0.9536781296244741 9:0.7094653555384275
5.000 1:0.6333604413778791 2:0.8611111044883728 3:0.5766296818893578 4:0.7067669034004211 5:0.5838947320225993 6:1.0 7:0.4832516330076175 8:0.9484062261967836 9:0.9392996320628647
4.250 1:0.43489430427695663 2:0.7749999761581421 3:0.6007869676251071 4:0.6338028311729431 5:0.5931783852963781 6:1.0 7:0.3777017420173133 8:0.9477679676785066 9:0.7809649972575919
4.600 1:0.4225621363633165 2:0.7430555820465088 3:0.5670300669580502 4:0.565371036529541 5:0.6525305058809938 6:0.7142857142857143 7:0.5243000093993142 8:0.9306675766397051 9:0.9684594255628477
3.200 1:0.12647993084234435 2:0.500091552734375 3:0.3672067993300906 4:0.3564356565475464 5:0.15103503405535287 6:1.0 7:0.2123216619029327 8:0.0 9:0.6733466294644679
4.800 1:0.36534245998552756 2:0.7666666507720947 3:0.5537398209503048 4:0.6377358436584473 5:0.43455777410481633 6:1.0 7:0.4153415302299097 8:0.7777195089963065 9:0.7020834805003416
4.600 1:0.3354806663018616 2:0.7172619104385376 3:0.5572498560582607 4:0.5992366075515747 5:0.6470148721291187 6:0.0 7:0.3861700578230053 8:0.9504661625520281 9:0.9264580737469275
3.200 1:0.3250391544435259 2:0.7916666865348816 3:0.5511722524304126 4:0.46268653869628906 5:0.6057252810546239 6:1.0 7:0.45631661762264875 8:0.9103332969174676 9:0.573494460830371
4.000 1:0.3217617839750812 2:0.5777776837348938 3:0.44514217406231554 4:0.3552631735801697 5:0.39242742631777155 6:1.0 7:0.2750745274298857 8:0.9052975207250111 9:0.3062573660666906
4.000 1:0.45168702474325423 2:0.6284722089767456 3:0.6561561632758244 4:0.5407407283782959 5:0.4443222411579383 6:0.0 7:0.3399020841576487 8:0.0 9:0.38491371109301764
5.000 1:0.6464235226934961 2:0.8666666150093079 3:0.7464606342241795 4:0.7638888955116272 5:0.6998462676259611 6:1.0 7:0.7037230011780811 8:0.9640457867156307 9:0.6366905653488404
4.800 1:0.4692658225321618 2:0.7593749761581421 3:0.4870272604475287 4:0.5073891878128052 5:0.6114334109879056 6:0.6666666666666666 7:0.4977768127090502 8:0.9337652498671303 9:0.7690911030329748
4.200 1:0.40709034649383896 2:0.6605555415153503 3:0.5515839521542383 4:0.6273584961891174 5:0.5421129551170759 6:1.0 7:0.3803157112454002 8:0.9390464294536902 9:0.7131998434056599
4.000 1:0.3663832588965169 2:0.7745535373687744 3:0.5814139602425908 4:0.5267175436019897 5:0.5458358803922099 6:0.0 7:0.3914165520956008 8:0.90384012907748 9:0.7942399884276423
4.800 1:0.403781207997122 2:0.7874999642372131 3:0.5693128814453902 4:0.378947377204895 5:0.6342428967231747 6:1.0 7:0.4423457158553875 8:0.9636630472901779 9:0.9073865253837351
3.800 1:0.3122533968514798 2:0.6111111044883728 3:0.5081886673203881 4:0.4100719690322876 5:0.457067220524262 6:0.0 7:0.32782199153750635 8:0.9892909249479732 9:0.3023102364732867
5.000 1:0.711332430471559 2:0.9545454382896423 3:0.8280622041779023 4:0.8926553726196289 5:0.897488180993304 6:1.0 7:0.6047249560583299 8:0.9624711288383387 9:0.9864141017311175
4.200 1:0.41887168568338023 2:0.8423076868057251 3:0.5843083463738471 4:0.54358971118927 5:0.6550000426421237 6:0.0 7:0.6985677456548132 8:0.9484768374084077 9:0.5849629257621617
4.000 1:0.3440341034293217 2:0.7444444298744202 3:0.5908216309015933 4:0.37634408473968506 5:0.5149959930481057 6:1.0 7:0.45934580045321255 8:0.9222982667069458 9:0.9494449458661942
4.900 1:0.40201773560711 2:0.6751700639724731 3:0.5121932079814281 4:0.375 5:0.45053600134525695 6:1.0 7:0.49294326227282315 8:1.0 9:0.9681079751392835
4.400 1:0.6600585210443518 2:0.902222216129303 3:0.6937631126677598 4:0.734883725643158 5:0.7524033930731121 6:1.0 7:0.661523320178026 8:0.8646562620208305 9:0.7908262112336033
4.200 1:0.3801963980294444 2:0.7045454978942871 3:0.4886175333280854 4:0.545045018196106 5:0.5418125277286641 6:0.6666666666666666 7:0.283686627085291 8:0.8037504711974829 9:0.6227661483834649
4.400 1:0.39666456491696944 2:0.75 3:0.7440003388764165 4:0.6639344692230225 5:0.49642387495249946 6:0.0 7:0.35668612804127553 8:0.865024880754523 9:0.6973103806114568
1.000 1:0.1474986338033288 2:0.381944477558136 3:0.3734336323369483 4:0.49462366104125977 5:0.053310318905250086 6:0.2 7:0.09740636525367997 8:0.9691929386793021 9:0.5663383131853469
4.200 1:0.4117238105241169 2:0.7229166030883789 3:0.5947067422153319 4:0.7115384340286255 5:0.5855410337341642 6:1.0 7:0.5388491388010185 8:0.9070438365452197 9:0.8036799374271664
3.200 1:0.23551012128532914 2:0.6006410121917725 3:0.39745317776485783 4:0.4108911156654358 5:0.3106730336578377 6:1.0 7:0.3228720323979374 8:0.961955253240858 9:0.7824151752624565
5.000 1:1.0 2:1.0 3:0.9359001446540647 4:1.0 5:1.0000000000000002 6:1.0 7:0.37458350653488803 8:1.0 9:0.9993397276579314
4.600 1:1.0 2:0.0 3:0.7776667780734099 4:0.6972477436065674 5:1.0 6:0.4 7:0.0 8:0.8332722677739701 9:0.41157076960072536
4.000 1:0.29106633013189703 2:0.7083333730697632 3:0.5435959819719656 4:0.5680751204490662 5:0.48807189156208464 6:1.0 7:0.31895439725433894 8:0.9502650064798985 9:0.7982587389562459
5.000 1:0.8893828878575634 2:1.0 3:0.5378188845267593 4:0.9230769276618958 5:0.9040859527236487 6:1.0 7:0.7437605825223561 8:1.0 9:0.9999824414110304
5.000 1:0.6072024481695428 2:0.8111111521720886 3:0.5339051919084464 4:0.2222222089767456 5:0.8006842764558969 6:0.0 7:0.6360274322616966 8:0.9286453965131165 9:0.9662538666981012
4.600 1:0.43472227916105577 2:0.6893939971923828 3:0.4836783969362647 4:0.5108225345611572 5:0.5829230047105476 6:0.6666666666666666 7:0.27467839060974586 8:0.858395138774663 9:0.6445063868472488
4.200 1:0.4161050828413067 2:0.8247863054275513 3:0.4979455088491815 4:0.3983050584793091 5:0.584486959638215 6:1.0 7:0.40726246483933115 8:0.9492817106856429 9:0.9516559221673089
3.800 1:0.3906292137716321 2:0.8247863054275513 3:0.49778739044852877 4:0.44247788190841675 5:0.5241860073768165 6:1.0 7:0.41349802518951273 8:0.918986878273899 9:0.9404580483050863
4.800 1:0.5074643575556248 2:0.7023810148239136 3:0.6666690168914797 4:0.7913669347763062 5:0.6870560487041063 6:1.0 7:0.3044564919706604 8:0.8920858951310435 9:0.44967008238504336
4.600 1:0.7801757001866624 2:1.0 3:0.7959335184691971 4:0.257485032081604 5:0.9671451859019302 6:0.0 7:0.7054636020368559 8:0.9766256878296592 9:0.9999501301501149
5.000 1:1.0 2:1.0 3:0.966518067725147 4:1.0 5:0.9999999999999998 6:1.0 7:0.7658491037252905 8:1.0 9:0.9999953033616663
4.400 1:0.4494715359460761 2:0.7777777910232544 3:0.5035637038131562 4:0.4724409580230713 5:0.6115986555697992 6:1.0 7:0.41945341236713 8:0.901473889794452 9:0.7465363674091391
4.400 1:0.2258073451700271 2:0.6666666865348816 3:0.3286898276198646 4:0.3815028667449951 5:0.289804706601415 6:1.0 7:0.2836465170631501 8:0.0 9:0.11962585382356958
4.400 1:0.37270920039652233 2:0.8045635223388672 3:0.49305172801019786 4:0.48184019327163696 5:0.6758530941877524 6:0.9090909090909091 7:0.452723771976748 8:0.9474871120699255 9:0.909074028850181
5.000 1:0.6267756630117545 2:0.8277777433395386 3:0.6536873878167279 4:0.643216073513031 5:0.887326492763211 6:1.0 7:0.3309815714046618 8:0.927320582030145 9:0.7610375607311515
3.571 1:0.5492994306390901 2:0.668571412563324 3:0.7795042153071838 4:0.42028987407684326 5:0.6958631680099105 6:0.0 7:0.3636829071606208 8:0.8037095541295688 9:0.7003843683160605
3.600 1:0.20766911408874864 2:0.38035714626312256 3:0.5221839797627665 4:0.43220341205596924 5:0.21800693251332715 6:0.0 7:0.1002815253668081 8:0.9497407639296027 9:0.12457135818772808
3.600 1:0.5005915519094501 2:0.8280612230300903 3:0.43733967427168374 4:0.43216079473495483 5:0.7197337081026881 6:1.0 7:0.5083876200670079 8:0.9412098908269065 9:0.7561341124069456
4.400 1:0.5525486816223881 2:0.9166666865348816 3:0.653628440111462 4:0.6164383888244629 5:0.693715025601224 6:1.0 7:0.5459542900379405 8:0.9328320259341291 9:0.7394838150608161
4.800 1:0.42746892535979936 2:0.8823529481887817 3:0.6597700442670985 4:0.7706093192100525 5:0.6951395437236466 6:0.6666666666666666 7:0.46787886144903423 8:0.9306959172366186 9:0.6090558381349221
4.000 1:0.31850392664352434 2:0.538095235824585 3:0.44035528348174485 4:0.5390070676803589 5:0.5109543413502406 6:1.0 7:0.28065296560240327 8:0.9059440767912759 9:0.8072815504804954
4.400 1:0.34189772229520493 2:0.6783334016799927 3:0.39942660075667497 4:0.4285714030265808 5:0.6240332066236671 6:1.0 7:0.3105422117791869 8:0.0 9:0.6681244218699276
5.000 1:0.48784961949893557 2:0.7444444298744202 3:0.561316012981083 4:0.40860217809677124 5:0.7431479170338193 6:1.0 7:0.46486919375233426 8:0.9423321195701996 9:0.9683748732435536
4.600 1:0.5695051994942858 2:0.7071428298950195 3:0.6591261901278153 4:0.7625899314880371 5:0.7611005804001689 6:1.0 7:0.3350569855006841 8:0.9494584864992369 9:0.4927653627029815
2.400 1:0.19180795239727602 2:0.43244045972824097 3:0.3316536390436379 4:0.3391304612159729 5:0.22025934772032843 6:1.0 7:0.15874749663662932 8:0.0 9:0.23983732836984004
1.400 1:0.008269318294044054 2:0.16388888657093048 3:0.21418864982046426 4:0.1860465407371521 5:4.997167694078289E-4 6:1.0 7:1.0190831310177641E-7 8:0.0 9:6.441892699856809E-4
4.600 1:0.3098215383130558 2:0.7071428298950195 3:0.4364351401311802 4:0.48000001907348633 5:0.3801618159908275 6:1.0 7:0.3499294757626915 8:0.0 9:0.5894903529761962
4.500 1:0.3605469166310639 2:0.6722221970558167 3:0.4511218610783243 4:0.4171779155731201 5:0.3650406398252495 6:1.0 7:0.1787755715066482 8:0.0 9:0.4912992114258882
3.750 1:0.22286469927791314 2:0.5964285731315613 3:0.38284741273913964 4:0.3811880946159363 5:0.253952543379219 6:1.0 7:0.2423994102742246 8:0.0 9:0.8021431252410894
5.000 1:0.5162342124543848 2:0.902222216129303 3:0.6772488081700557 4:0.669767439365387 5:0.6613194597263667 6:1.0 7:0.6347570928553559 8:0.9213844139434132 9:0.7292576772846434
4.000 1:0.25346094271541886 2:0.49791666865348816 3:0.36693742647481464 4:0.4653465151786804 5:0.46277314260729 6:1.0 7:0.2735374008483259 8:0.8776423141942276 9:0.776819204170777
4.400 1:0.1700289108495338 2:0.3759523928165436 3:0.39928815103097637 4:0.5625 5:0.25411878905566104 6:1.0 7:0.20044115536025187 8:0.8505571319515632 9:0.6622668505958317
4.800 1:0.4324734884988378 2:0.7641369104385376 3:0.5835022536196245 4:0.5839694738388062 5:0.6422222509442683 6:0.0 7:0.3446289262784007 8:0.9122938627861716 9:0.7968896631145505
4.200 1:0.42962705429783016 2:0.9272727370262146 3:0.5316324032842288 4:0.620192289352417 5:0.4760492812425734 6:1.0 7:0.5090072525992162 8:0.9298491054245686 9:0.9269292825385291
3.800 1:0.3867767131970912 2:0.538095235824585 3:0.45859662188271433 4:0.588652491569519 5:0.5800266897383639 6:1.0 7:0.2698406978837533 8:0.9245959471095198 9:0.7752526983346947
3.800 1:0.3743046067144896 2:0.7447916865348816 3:0.4148546355880214 4:0.40239042043685913 5:0.5646580691057851 6:1.0 7:0.4379017402895466 8:0.9372651405249918 9:0.8917580914115395
4.200 1:0.41621183659937594 2:0.7597221732139587 3:0.5161036608520043 4:0.3712736964225769 5:0.6486186640572352 6:1.0 7:0.4245494815562215 8:0.966206007873449 9:0.928248571297976
4.200 1:0.3563387870129429 2:0.7142857313156128 3:0.5040751431603702 4:0.5199999809265137 5:0.4275060194054595 6:1.0 7:0.34311523780688036 8:0.0 9:0.5837521940745594
3.600 1:0.3867767131970912 2:0.5317460298538208 3:0.4499489093956643 4:0.5815602540969849 5:0.561331903448782 6:1.0 7:0.271332587417069 8:0.9185534567396664 9:0.8140078919736058
4.250 1:0.4755255810792135 2:0.7735294103622437 3:0.7010446474645048 4:0.557692289352417 5:0.4685098848123393 6:1.0 7:0.40939312481261325 8:0.6744731818761653 9:0.521775910468133
4.000 1:0.25541022676904424 2:0.62424236536026 3:0.47518907325774634 4:0.5289855003356934 5:0.35808809380892087 6:1.0 7:0.3586647538825678 8:0.9381125959280656 9:0.4207023045227876
4.750 1:0.3915673861274098 2:0.8500000238418579 3:0.460111717643702 4:0.5248227119445801 5:0.4512546624373204 6:1.0 7:0.2762216100618039 8:0.8890049856284067 9:0.8233754082533268
4.600 1:0.3081618069339888 2:0.7083333730697632 3:0.5335347747887652 4:0.5821596384048462 5:0.515055389452082 6:1.0 7:0.3129926115824545 8:0.941209609731091 9:0.792435954034636
4.400 1:0.39826011814406415 2:0.607638955116272 3:0.5183620369957203 4:0.5263158082962036 5:0.37418293520991946 6:1.0 7:0.321209728864187 8:0.8004917481393217 9:0.3980200960553066
4.400 1:0.3780874449474511 2:0.8461538553237915 3:0.5300210418515652 4:0.5333333015441895 5:0.5451008692081679 6:0.0 7:0.6625989052741752 8:0.9121866676249974 9:0.5048488830946122
4.200 1:0.5350078679546494 2:0.8333333134651184 3:0.7169203771925787 4:0.6694214940071106 5:0.5917341427659882 6:1.0 7:0.5308072047577482 8:0.9160614626924882 9:0.9147255324608992
3.400 1:0.35639817329991685 2:0.5755556225776672 3:0.4919341741780285 4:0.5566037893295288 5:0.5155311810751164 6:1.0 7:0.3132949248171881 8:0.0 9:0.6279904362033943
4.000 1:0.4494715359460761 2:0.7722222208976746 3:0.46937782617495677 4:0.4488189220428467 5:0.5964003516134132 6:1.0 7:0.40913855597042637 8:0.9191824227408153 9:0.7546597062540756
3.600 1:0.3430571243728722 2:0.7395833134651184 3:0.426169475889501 4:0.4103585481643677 5:0.5503991187838617 6:0.8 7:0.46712381059525654 8:0.9365059521093343 9:0.7098889080842204
4.400 1:0.352382831484381 2:0.75 3:0.6708123144720635 4:0.6581196784973145 5:0.4676731360540121 6:0.0 7:0.36175640106540774 8:0.8721884813950098 9:0.6973103806114568
4.000 1:0.6715029748503678 2:0.8766233325004578 3:0.7890818722062327 4:0.8700565099716187 5:0.8569616242596302 6:1.0 7:0.561059455887804 8:0.7746468671330804 9:0.9403630188174048
