5 1:0.45813073515611774 2:1.0 3:0.9437272483302355 4:0.7714285850524902 5:0.2896655365972718 6:1.0 7:0.35331803240866877 8:0.0
5 1:0.9746821025931369 2:1.0 3:0.8500634347653714 4:0.7777777910232544 5:0.9521951320910378 6:1.0 7:0.6829314615680094 8:0.9204198932514197
5 1:0.6610014063272699 2:1.0 3:0.97779001310212 4:0.8235294222831726 5:0.8105285779411794 6:1.0 7:0.8346335394982507 8:1.0
2 1:0.7048720910188142 2:0.7222221493721008 3:0.7913552847523321 4:0.8214285373687744 5:0.5467238676120045 6:1.0 7:0.4577281593675808 8:0.0
5 1:0.43226581133091313 2:1.0 3:0.9784683057683445 4:0.804347813129425 5:0.571713815320513 6:1.0 7:0.7216865047403356 8:1.0
4 1:0.5497657016806922 2:0.7222221493721008 3:0.8170420399304009 4:0.75 5:0.899739051884251 6:1.0 7:0.38270955888545044 8:0.833090455591708
5 1:0.659411761007874 2:1.0 3:0.9319751345749975 4:0.7931034564971924 5:0.737180591869443 6:1.0 7:0.8247767227275034 8:1.0
3 1:0.45379272458918474 2:0.48148152232170105 3:0.5590921317073105 4:0.7857142686843872 5:0.4170700799824497 6:1.0 7:0.2649614869509892 8:0.7265649222680608
3 1:0.747741678715062 2:0.75 3:0.8372420878931117 4:0.8518518209457397 5:0.7694956698002196 6:1.0 7:0.5270457257723236 8:0.9801938633140116
3 1:0.7627347769792061 2:0.75 3:0.8307409700508899 4:0.8518518209457397 5:0.7925267514067751 6:1.0 7:0.5266018421332789 8:0.8879210569512418
3 1:0.7566377088503133 2:0.75 3:0.8374670471534249 4:0.8518518209457397 5:0.6245593651379431 6:1.0 7:0.4881316167455423 8:0.0
3 1:0.747741678715062 2:0.75 3:0.8372420878931117 4:0.8518518209457397 5:0.7694956698002196 6:1.0 7:0.5270457257723236 8:0.9801938633140116
5 1:0.5917154213160133 2:1.0 3:0.994086312709543 4:0.8125 5:0.5964802182091478 6:1.0 7:0.7511647016786307 8:1.0
5 1:0.9993048632967292 2:1.0 3:0.9305511641445015 4:0.761904776096344 5:0.9180045240132235 6:1.0 7:0.6578328632007979 8:0.9298388517754858
2 1:0.5586172943373139 2:0.5982142686843872 3:0.8101014412855888 4:0.7894736528396606 5:0.5491010496906782 6:1.0 7:0.3846943442479268 8:0.8001897988113436
4 1:0.41984411071922606 2:1.0 3:0.8559384223587508 4:0.7799999713897705 5:0.3922284591474996 6:1.0 7:0.733401354027816 8:0.7946529687683878
5 1:0.6063885302848869 2:1.0 3:0.9692567096959728 4:0.7857142686843872 5:0.6715163831002143 6:1.0 7:0.7791311167640456 8:1.0
5 1:0.6234432426903475 2:1.0 3:0.931409000860894 4:0.7857142686843872 5:0.6515786165411579 6:1.0 7:0.8031856782395639 8:1.0
5 1:0.5471436490063988 2:1.0 3:0.9699385821766514 4:0.7857142686843872 5:0.5152885110976216 6:1.0 7:0.8213376001689974 8:1.0
4 1:0.4967469112054598 2:0.4833333492279053 3:0.5599418880197339 4:0.8148148059844971 5:0.5267887588744246 6:1.0 7:0.31250287510941865 8:0.8876534395743838
4 1:0.8052067474561198 2:0.8333333134651184 3:0.8806405118240808 4:0.8148148059844971 5:0.8808568402667609 6:1.0 7:0.6509734482821634 8:0.9957891480542524
2 1:0.65966331668588 2:0.7222221493721008 3:0.8228590217153539 4:0.807692289352417 5:0.5512203535094518 6:1.0 7:0.44263168341969245 8:0.0
2 1:0.65966331668588 2:0.7222221493721008 3:0.8228590217153539 4:0.807692289352417 5:0.5512203535094518 6:1.0 7:0.44263168341969245 8:0.0
2 1:0.714980999171392 2:0.7222221493721008 3:0.8228590217153539 4:0.807692289352417 5:0.5512203535094518 6:1.0 7:0.44263168341969245 8:0.0
2 1:0.69861088386429 2:0.7333333492279053 3:0.8284061311960516 4:0.807692289352417 5:0.5992929485389253 6:1.0 7:0.4551719673040945 8:0.0
2 1:0.714980999171392 2:0.7333333492279053 3:0.8284061311960516 4:0.807692289352417 5:0.5992929485389253 6:1.0 7:0.4551719673040945 8:0.0
2 1:0.65966331668588 2:0.7222221493721008 3:0.8228590217153539 4:0.807692289352417 5:0.5512203535094518 6:1.0 7:0.44263168341969245 8:0.0
2 1:0.65966331668588 2:0.7222221493721008 3:0.8228590217153539 4:0.807692289352417 5:0.5512203535094518 6:1.0 7:0.44263168341969245 8:0.0
3 1:0.9664187381471921 2:1.0 3:0.6732341465945495 4:0.7575757503509521 5:0.7639826858807641 6:1.0 7:0.46307602386958246 8:1.0
4 1:0.7476899008545003 2:0.8333333134651184 3:0.909441816973651 4:0.8333333134651184 5:0.8067892648262598 6:1.0 7:0.6351226212688854 8:1.0
4 1:0.6459610618903603 2:0.6722222566604614 3:0.9623325564883735 4:0.7560975551605225 5:0.803220978905634 6:1.0 7:0.6119787338213534 8:0.9492407215053589
5 1:0.6842732605196407 2:0.875 3:0.9098942269370174 4:0.7692307829856873 5:0.7979617468000723 6:1.0 7:0.42323348880091727 8:0.9789298468824084
5 1:0.8751277496134341 2:1.0 3:0.8206230777871889 4:0.800000011920929 5:0.964132163359152 6:1.0 7:0.7466424869785724 8:1.0
4 1:0.806301761774313 2:0.8333333134651184 3:0.8698799824427119 4:0.807692289352417 5:0.8866994461141089 6:1.0 7:0.67021753425729 8:0.9838048342990646
4 1:0.716660373066639 2:0.714285671710968 3:0.8030498180256134 4:0.807692289352417 5:0.6341296566234472 6:1.0 7:0.5222510600434114 8:1.0
4 1:0.7576339427476041 2:0.8333333134651184 3:0.8783481084133206 4:0.807692289352417 5:0.7686125240294397 6:1.0 7:0.5117541754973786 8:0.0
4 1:0.5421627323008139 2:0.75 3:0.8511118031717804 4:0.8181818127632141 5:0.3901395595347064 6:1.0 7:0.32106663365319654 8:0.0
4 1:0.47164756769366295 2:0.6666666865348816 3:0.9141619608694302 4:0.8181818127632141 5:0.6621990691296034 6:1.0 7:0.28921852644260465 8:0.9388563410838021
3 1:0.6805532132784056 2:0.7083333134651184 3:0.8932134776379852 4:0.7586206793785095 5:0.6462873936634531 6:1.0 7:0.5334083883780324 8:0.0
3 1:0.5463265500764971 2:0.75 3:0.787801674066835 4:0.7894736528396606 5:0.34834645910470824 6:1.0 7:0.2749784663715251 8:0.0
5 1:0.31127886344287603 2:0.555555522441864 3:0.6016148904027869 4:0.7647058963775635 5:0.2550924374897123 6:1.0 7:0.19556810696450844 8:0.8380482693767937
5 1:0.8357792353721959 2:1.0 3:0.8837405085890607 4:0.7666666507720947 5:0.9467769603199031 6:1.0 7:0.7927108276879774 8:1.0
4 1:0.6066222236745364 2:0.7777778506278992 3:0.8287535225879736 4:0.75 5:0.4636094638666004 6:1.0 7:0.41944898367550787 8:0.0
2 1:0.4541378732468978 2:0.5 3:0.587755296067212 4:0.7857142686843872 5:0.389882833453271 6:1.0 7:0.2783001337057106 8:0.9567268607688195
3 1:0.6827325506680237 2:0.7777778506278992 3:0.9140459557287672 4:0.7857142686843872 5:0.6452646001010612 6:1.0 7:0.522495812598953 8:0.0
5 1:0.6368968652231853 2:1.0 3:0.96921348521652 4:0.7692307829856873 5:0.6553873063970843 6:1.0 7:0.7750570195021764 8:1.0
4 1:0.6195769444438075 2:1.0 3:0.985908800529287 4:0.7727272510528564 5:0.4950453696285684 6:1.0 7:0.6863479573048104 8:0.886138878840397
4 1:0.7797127326493293 2:0.7857142686843872 3:0.6857837222298704 4:0.738095223903656 5:0.9201688326536416 6:1.0 7:0.6361793325368158 8:1.0
4 1:0.5390958553192732 2:0.6458333134651184 3:0.5717338205863665 4:0.8484848737716675 5:0.6102721286567371 6:1.0 7:0.48388089199404904 8:0.8530038183424115
0 1:0.5872375425744373 2:0.5555555820465088 3:0.5216979686601383 4:0.8235294222831726 5:0.40501547972738616 6:1.0 7:0.2901109200364743 8:0.0
5 1:0.834982193401471 2:1.0 3:0.8837816804840021 4:0.7586206793785095 5:0.9536077813324533 6:1.0 7:0.8029679094986484 8:1.0
5 1:0.620306302707083 2:1.0 3:0.9693018607668747 4:0.7857142686843872 5:0.5385390472544485 6:1.0 7:0.6860473924785873 8:1.0
4 1:0.42802141301505287 2:0.5370370745658875 3:0.6411335803379531 4:0.807692289352417 5:0.22331563622469783 6:1.0 7:0.19462581385446404 8:0.0
2 1:0.4371921708939677 2:0.5 3:0.7123452958064155 4:0.75 5:0.34186150710859126 6:1.0 7:0.23542105383684014 8:0.0
5 1:0.9852603006490849 2:1.0 3:0.9693018607668747 4:0.7272727489471436 5:0.8778894311204475 6:1.0 7:0.6430641923492644 8:0.675468154423106
5 1:0.739486683697246 2:0.7857142686843872 3:0.980280480329071 4:0.7272727489471436 5:0.9165508522803175 6:1.0 7:0.7138512358634883 8:0.9376152719112569
5 1:0.9058831523331184 2:1.0 3:0.854523356864223 4:0.7333333492279053 5:0.9336134248986776 6:1.0 7:0.7862436531549497 8:0.9413629189154079
2 1:0.6792564518278977 2:0.7777778506278992 3:0.9259135261762882 4:0.7931034564971924 5:0.5569574492007169 6:1.0 7:0.403698660377106 8:0.9873636594987398
3 1:0.5208982215599566 2:0.625 3:0.6686813900045265 4:0.7894736528396606 5:0.6236176887287845 6:1.0 7:0.4311287657677477 8:0.9166184807253479
3 1:0.6356766721975803 2:0.625 3:0.8617985657248156 4:0.800000011920929 5:0.6123152046223682 6:1.0 7:0.4197146515022211 8:0.893744181221121
3 1:0.7484868135575271 2:0.8333333134651184 3:0.8933383600858932 4:0.8285714387893677 5:0.832907909912787 6:1.0 7:0.3804352014135211 8:0.8847432042214914
2 1:0.6726442027396572 2:0.75 3:0.8304670761163282 4:0.807692289352417 5:0.7094606031993037 6:1.0 7:0.5242672891212568 8:0.9505866450137294
2 1:0.5316506985940486 2:0.6000000238418579 3:0.6484409395681586 4:0.8048780560493469 5:0.3429396225565324 6:1.0 7:0.2870389115312475 8:0.0
3 1:0.8628513284448939 2:1.0 3:0.9144404838778895 4:0.7358490228652954 5:0.7721967882106928 6:1.0 7:0.6945003893394506 8:0.751536957298939
2 1:0.565013038162154 2:0.6458333730697632 3:0.8314037446094614 4:0.7222222089767456 5:0.7100082691373784 6:1.0 7:0.5210249197749941 8:0.8853908558526771
4 1:0.6187768970121067 2:1.0 3:0.8949084473207238 4:0.782608687877655 5:0.6701661466961079 6:1.0 7:0.8243822176067644 8:1.0
3 1:0.5895244509946934 2:0.7777778506278992 3:0.8661629909171416 4:0.75 5:0.755180384924823 6:1.0 7:0.5980156105746126 8:0.9963859677700374
5 1:0.3254394834211338 2:0.8333333134651184 3:0.7802510443933877 4:0.75 5:0.17681312802806468 6:1.0 7:0.5155738089663271 8:0.7742827520727584
3 1:0.7919738757147605 2:0.8333333134651184 3:0.8792072828836512 4:0.8214285373687744 5:0.849057533338438 6:1.0 7:0.6027936569021823 8:0.9716153310428093
2 1:0.514235693652592 2:0.5277777910232544 3:0.6053871533055752 4:0.7857142686843872 5:0.45144715410546393 6:1.0 7:0.27165853705492093 8:0.0
2 1:0.6975399362591328 2:0.7777777314186096 3:0.7711882554057375 4:0.7857142686843872 5:0.7024387558230019 6:1.0 7:0.5338776963230414 8:0.9815049162893772
2 1:0.7048720910188142 2:0.7333333492279053 3:0.7969073484122968 4:0.7857142686843872 5:0.574307242378039 6:1.0 7:0.46532477416831064 8:0.0
5 1:0.5927770221565718 2:0.7777777910232544 3:0.9350105289017698 4:0.7179486751556396 5:0.6814445233954239 6:1.0 7:0.6187687295044297 8:0.0
4 1:0.7926028792423608 2:0.78125 3:0.8577085547831155 4:0.7674418687820435 5:0.788068008899802 6:1.0 7:0.5397735518106717 8:0.7942259183920513
5 1:0.6880856510666988 2:0.75 3:0.7634412837173704 4:0.78125 5:0.5938855152388279 6:1.0 7:0.45404245038462826 8:0.8031100680696933
5 1:0.5599842575988933 2:1.0 3:0.9906295734711843 4:0.7692307829856873 5:0.5473581942932302 6:1.0 7:0.7655967021504526 8:1.0
4 1:0.6744583703965262 2:0.8500000238418579 3:0.705781211434604 4:0.7692307829856873 5:0.8061891109354298 6:1.0 7:0.653366130716522 8:0.9902787547737281
2 1:0.46962809005669337 2:0.6607142686843872 3:0.6346951902306205 4:0.7906976938247681 5:0.35492360327912387 6:1.0 7:0.41478873842969194 8:0.4907323628645567
1 1:0.49430005493011503 2:0.4722222089767456 3:0.4283991939679009 4:0.7666666507720947 5:0.4102836414147194 6:1.0 7:0.22179744266332418 8:0.0
1 1:0.4410545469996403 2:0.625 3:0.4156383802059517 4:0.7894736528396606 5:0.3635049742699007 6:1.0 7:0.31246896269304014 8:0.0
2 1:0.5790363086180126 2:0.42222222685813904 3:0.7522894353645482 4:0.7948718070983887 5:0.5468203674449852 6:1.0 7:0.19134092989747406 8:0.0
4 1:0.8178492790540026 2:0.7857142686843872 3:0.7957868735584291 4:0.6666666269302368 5:0.9265403583079576 6:1.0 7:0.6929179281870901 8:0.9782940921496985
2 1:0.4844076152272843 2:0.4722222089767456 3:0.6984560437392893 4:0.7407407760620117 5:0.3560481384393111 6:1.0 7:0.23855389755118694 8:0.0
2 1:0.6343418789755247 2:0.75 3:0.8916525639940776 4:0.7586206793785095 5:0.5589232595104673 6:1.0 7:0.4618073125230289 8:0.0
3 1:0.6748227727755 2:0.714285671710968 3:0.8192387483733253 4:0.7777777910232544 5:0.5214459539587666 6:1.0 7:0.4414128786548505 8:0.9853699800656291
2 1:0.6428305267335159 2:0.7333333492279053 3:0.8807091946464831 4:0.7777777910232544 5:0.6562095383267643 6:1.0 7:0.5844287607498713 8:0.0
2 1:0.34602068522954355 2:0.8333333134651184 3:0.7337349874045698 4:0.7857142686843872 5:0.28592726717071154 6:1.0 7:0.5216397291116803 8:0.800353980179189
3 1:0.7023149812475534 2:0.625 3:0.7886727471629276 4:0.8095238208770752 5:0.7509907357085117 6:1.0 7:0.4570896876946927 8:0.0
2 1:0.6218960564502389 2:0.8333333134651184 3:0.9051900358592879 4:0.7333333492279053 5:0.5524197102885878 6:1.0 7:0.48313452108170296 8:0.0
2 1:0.6016247719438226 2:0.800000011920929 3:0.7945820991734358 4:0.7446808815002441 5:0.6233825992481958 6:1.0 7:0.4974062277935171 8:0.0
4 1:0.35543492319820125 2:0.7222221493721008 3:0.7479484015862071 4:0.7749999761581421 5:0.210414995761034 6:1.0 7:0.24459520547671826 8:0.9109541768931584
4 1:0.5705654747400364 2:0.6499999761581421 3:0.7008198628914616 4:0.7368420958518982 5:0.46630983246799396 6:1.0 7:0.31355910092049544 8:0.870345615363242
3 1:0.5289976654205966 2:0.5982142686843872 3:0.6340469596435767 4:0.75 5:0.5177339188843219 6:1.0 7:0.3844607571449049 8:0.7668551326053453
4 1:0.7830522544737012 2:1.0 3:0.8278121282996936 4:0.6666666269302368 5:0.8644928190374486 6:1.0 7:0.5990148845000691 8:0.9591906472625303
5 1:0.6686304467861616 2:1.0 3:0.8739191767994458 4:0.7428570985794067 5:0.7766612542061355 6:1.0 7:0.7706912346141224 8:1.0
5 1:0.5155408710433054 2:1.0 3:0.9248236950628698 4:0.7241379022598267 5:0.4213927917403253 6:1.0 7:0.6767799409298095 8:0.883251360432854
3 1:0.4967830578363544 2:0.6722222566604614 3:0.9269268703378832 4:0.739130437374115 5:0.45215674411406814 6:1.0 7:0.4423046633055959 8:0.0
2 1:0.7080945164549433 2:0.7333333492279053 3:0.9001530780652038 4:0.7692307829856873 5:0.6131120828184861 6:1.0 7:0.4822919705308045 8:0.0
1 1:0.5313236554446061 2:0.625 3:0.6940625811803064 4:0.7647058963775635 5:0.36159357213036064 6:1.0 7:0.27878707148209214 8:0.0
1 1:0.5313236554446061 2:0.625 3:0.6753139349012914 4:0.7647058963775635 5:0.41633689468380436 6:1.0 7:0.2945761064381513 8:0.0
0 1:0.2594259225675148 2:0.17142857611179352 3:0.33058860495081 4:0.7647058963775635 5:0.13103013201462743 6:1.0 7:1.9363735867137315E-6 8:0.0
1 1:0.6306083703560036 2:0.625 3:0.6940436594906693 4:0.8235294222831726 5:0.4583091542191672 6:1.0 7:0.30395827498324385 8:0.0
1 1:0.5683297687597143 2:0.6666666865348816 3:0.6628033683956367 4:0.8235294222831726 5:0.39603130079732457 6:1.0 7:0.28765013605131556 8:0.0
1 1:0.6306083703560036 2:0.625 3:0.6628033683956367 4:0.8235294222831726 5:0.4559883103013315 6:1.0 7:0.30343917100623163 8:0.0
1 1:0.5663623656785992 2:0.5833333134651184 3:0.6628033683956367 4:0.8235294222831726 5:0.39603130079732457 6:1.0 7:0.28765013605131556 8:0.0
3 1:0.6024343092872307 2:1.0 3:0.8652107471087597 4:0.75 5:0.7960294481542518 6:1.0 7:0.5385792288570683 8:0.7792812588924826
1 1:0.3858631960692387 2:0.4833333492279053 3:0.5792271003063784 4:0.7857142686843872 5:0.2171560581156963 6:1.0 7:0.1917424031286409 8:0.0
1 1:0.4251517825177077 2:0.5666666626930237 3:0.662559029490904 4:0.7857142686843872 5:0.2470268532834788 6:1.0 7:0.20188913109224266 8:0.0
1 1:0.36154340967724846 2:0.5111111402511597 3:0.4994391863510274 4:0.7857142686843872 5:0.268369635503025 6:1.0 7:0.25979566774722634 8:0.0
1 1:0.3858631960692387 2:0.4833333492279053 3:0.5792271003063784 4:0.7857142686843872 5:0.2171560581156963 6:1.0 7:0.1917424031286409 8:0.0
5 1:0.6482222765082245 2:1.0 3:0.9994886938694624 4:0.695652186870575 5:0.6229693380750215 6:1.0 7:0.6998524515531663 8:1.0
4 1:0.4624814054076971 2:0.78125 3:0.7700322787451501 4:0.6818181872367859 5:0.6965662652966849 6:1.0 7:0.48544505241746705 8:0.9730555566699742
3 1:0.3096048554897203 2:0.7333333492279053 3:0.4757025107617367 4:0.7419354915618896 5:0.20477474188996583 6:1.0 7:0.4728043486321565 8:1.0
4 1:0.9788678992727577 2:1.0 3:0.9208738429516313 4:0.6904761791229248 5:0.8638018563581502 6:1.0 7:0.4448490679253122 8:0.6457875426532338
2 1:0.6826577025663465 2:0.7222221493721008 3:0.8964071815511184 4:0.7307692170143127 5:0.5341908239991022 6:1.0 7:0.4514280192037154 8:0.0
2 1:0.6119258677317757 2:0.7222221493721008 3:0.8964075293589552 4:0.7200000286102295 5:0.5434057130799573 6:1.0 7:0.45512071799169596 8:0.0
1 1:0.5057547795420392 2:0.48148152232170105 3:0.6895224312624092 4:0.7692307829856873 5:0.47966493057940535 6:1.0 7:0.28889905654416076 8:0.0
1 1:0.45207442350108146 2:0.5 3:0.6906011890713896 4:0.7142857313156128 5:0.5216236128966666 6:1.0 7:0.3266509023598643 8:0.9711808642657566
1 1:0.4945332945748684 2:0.5277777910232544 3:0.726656224733346 4:0.7142857313156128 5:0.5084325002218872 6:1.0 7:0.3276649926537258 8:0.8581623277681624
2 1:0.653495427572777 2:0.7222222685813904 3:0.8973800842791755 4:0.7857142686843872 5:0.6212241625678377 6:1.0 7:0.5046748867942269 8:0.0
1 1:0.4651606670742314 2:0.46666669845581055 3:0.5829021724980074 4:0.7777777910232544 5:0.3409481287532946 6:1.0 7:0.19084521904918433 8:0.0
5 1:0.41691612782114357 2:0.8333333134651184 3:0.8286883698286447 4:0.699999988079071 5:0.29431871347714283 6:1.0 7:0.413446245618606 8:0.8401119555319384
4 1:0.6724618942400492 2:0.800000011920929 3:0.9618913182347008 4:0.6857142448425293 5:0.7909305396243141 6:1.0 7:0.6371385789165152 8:1.0
4 1:0.6641540173122652 2:0.7777778506278992 3:0.789152893714299 4:0.7333333492279053 5:0.7591393673920493 6:1.0 7:0.5353687118437035 8:0.9269875244138617
3 1:0.9992016184941197 2:1.0 3:0.9616549849668031 4:0.6842105388641357 5:0.824113289768187 6:1.0 7:0.647429185625585 8:0.7618360716859467
2 1:0.7254864966821788 2:1.0 3:0.9699175290254839 4:0.7428570985794067 5:0.6610144730665657 6:1.0 7:0.6677939171052198 8:0.9645328567777719
2 1:0.6699377564115012 2:0.75 3:0.8150881618104462 4:0.6842105388641357 5:0.6346860226112002 6:1.0 7:0.46039191249952793 8:0.8553119683201995
3 1:0.7405617766129141 2:0.800000011920929 3:0.9616549849668031 4:0.6842105388641357 5:0.824113289768187 6:1.0 7:0.647429185625585 8:0.7618360716859467
2 1:0.7039753271119981 2:0.7083333134651184 3:0.7823353936737517 4:0.675000011920929 5:0.5635702534494037 6:1.0 7:0.4163377593978052 8:0.0
5 1:0.013505028090885518 2:1.0 3:0.9997409451732857 4:0.7142857313156128 5:0.32926167839455994 6:1.0 7:0.5093923968763027 8:1.0
1 1:0.5930981420124177 2:0.5833333134651184 3:0.5355890143522413 4:0.699999988079071 5:0.3837817102453721 6:1.0 7:0.2850938394253748 8:0.0
0 1:0.23859318907837676 2:0.25 3:0.4605778939854287 4:0.75 5:0.12037510374321415 6:1.0 7:1.4128254715814145E-7 8:0.0
2 1:0.23075189222873752 2:0.18333333730697632 3:0.7761067279938432 4:0.7894736528396606 5:0.588411469926798 6:1.0 7:1.5552689491078333E-8 8:0.0
3 1:0.5979346163287104 2:0.75 3:0.7979765720651998 4:0.7749999761581421 5:0.6419459879219841 6:1.0 7:0.4261859867530124 8:0.8162702520910149
5 1:0.5567437119296476 2:1.0 3:0.9686710282957824 4:0.739130437374115 5:0.5613071586091192 6:1.0 7:0.7626060925483265 8:1.0
5 1:0.31337354770782655 2:1.0 3:0.994493676115226 4:0.7200000286102295 5:0.19636653208588203 6:1.0 7:0.8564068311158908 8:1.0
2 1:0.5254937872144144 2:0.5454545617103577 3:0.762809977021706 4:0.7307692170143127 5:0.5446144638723508 6:1.0 7:0.30415789270642246 8:0.0
1 1:0.4389924660224319 2:0.7777778506278992 3:0.8162239550906912 4:0.75 5:0.32213132406227735 6:1.0 7:0.5038280323193367 8:0.0
1 1:0.4389924660224319 2:0.7777778506278992 3:0.8162239550906912 4:0.75 5:0.32213132406227735 6:1.0 7:0.5038280323193367 8:0.0
4 1:0.6912036131758462 2:0.75 3:0.8122817013034398 4:0.7916666865348816 5:0.6542768197319604 6:1.0 7:0.48232369760483806 8:0.0
1 1:0.4245774940689324 2:0.4833333492279053 3:0.5574140838930187 4:0.7916666865348816 5:0.20916313369338352 6:1.0 7:0.17878184625654614 8:0.0
4 1:0.5271074320927787 2:0.7777778506278992 3:0.7119799106159531 4:0.7037037014961243 5:0.5549798081547621 6:1.0 7:0.4244712830702793 8:0.9811309565073428
2 1:0.6174733006955269 2:0.7333333492279053 3:0.9005388918220663 4:0.7142857313156128 5:0.6041571203204662 6:1.0 7:0.4807972916991241 8:0.0
2 1:0.4838338036779767 2:0.472222238779068 3:0.732621063835864 4:0.7407407760620117 5:0.540673944847904 6:1.0 7:0.367162699345876 8:0.0
3 1:0.6468462821715393 2:0.8333333134651184 3:0.8169823047878326 4:0.7777777910232544 5:0.7569124699252726 6:1.0 7:0.5404767443298975 8:0.9489245597510478
4 1:0.6718407884978227 2:1.0 3:0.6957888165910784 4:0.7419354915618896 5:0.500306487219052 6:1.0 7:0.4620815139428739 8:1.0
4 1:0.7319157814067959 2:0.8333333134651184 3:0.7991998228741282 4:0.7931034564971924 5:0.8470052933383745 6:1.0 7:0.6302994754877009 8:0.9871218645908643
1 1:0.44004173903005706 2:0.5 3:0.5860572226293271 4:0.7931034564971924 5:0.2312205790181551 6:1.0 7:0.18510998065756246 8:0.0
4 1:0.6798233201333569 2:0.78125 3:0.9806710409205313 4:0.6756756901741028 5:0.8424881506568043 6:1.0 7:0.6875788328802317 8:0.7845583443783104
4 1:0.4384886647828793 2:0.4777778089046478 3:0.7707652568774411 4:0.7272727489471436 5:0.1803613948614512 6:1.0 7:0.2031103431475142 8:0.0
3 1:0.6305625319247546 2:0.8125 3:0.7987276126198889 4:0.7250000238418579 5:0.4739778602767288 6:1.0 7:0.47154100665141674 8:0.9441539423947795
2 1:0.4376931859336172 2:0.8125 3:0.6349972823526117 4:0.7560975551605225 5:0.38149728113397235 6:1.0 7:0.41383071726629095 8:0.9152458554503627
4 1:0.5602867703286724 2:0.8611111640930176 3:0.7459758958495321 4:0.7118644118309021 5:0.5859146280058091 6:1.0 7:0.6869084770817986 8:0.9382258418968396
5 1:0.5775213936995228 2:1.0 3:0.794912610566181 4:0.75 5:0.6471759373877993 6:1.0 7:0.7952099983980419 8:1.0
3 1:0.7249011273700772 2:0.7777778506278992 3:0.8318340544323036 4:0.7857142686843872 5:0.7117513502646695 6:1.0 7:0.4545649609083706 8:0.9734860350320644
