2.000 1:0.3414268059260999 2:0.625 3:0.280988969142706 4:0.4848484992980957 5:0.2840393020679959 6:1.0 7:0.29964328271463836 8:0.9388319772093016 9:0.5443868519110312
2.600 1:0.5247095392370313 2:0.427063524723053 3:0.5208715603113528 4:0.38842976093292236 5:0.6221926543438105 6:0.0 7:0.15792438137182271 8:0.0 9:0.4030027674087429
3.250 1:0.8920691890381166 2:1.0 3:0.9574880408366668 4:0.6666666269302368 5:0.8163629143181526 6:0.6666666666666666 7:0.3546693205990631 8:0.96026069504469 9:0.6813213436196756
5.000 1:0.7572098854893524 2:0.8533333539962769 3:0.656303498671727 4:0.6277372241020203 5:0.8938082919968865 6:1.0 7:0.4432533909302019 8:0.7828043507130964 9:0.7989235957301605
3.000 1:0.4226803986681485 2:0.7525510191917419 3:0.7534264713671055 4:0.4159291982650757 5:0.5387200866559082 6:0.6666666666666666 7:0.28881543888326383 8:0.7631322893016043 9:0.7810909626151699
3.750 1:0.6621804721808691 2:0.6399999856948853 3:0.6699736506274593 4:0.6368715167045593 5:0.7667750281079252 6:0.8 7:0.2486223826164583 8:0.781149795296959 9:0.8217768610861002
4.250 1:0.6288389834668171 2:0.7790403962135315 3:0.5805740835072972 4:0.5654761791229248 5:0.8176891519400534 6:0.2 7:0.48382333238195174 8:0.9232437725481271 9:0.5851815563820532
4.750 1:0.6870933080069077 2:1.0 3:0.6191764542293278 4:0.1846153736114502 5:0.8715012971759106 6:1.0 7:0.41898118032728215 8:0.9722217434042022 9:0.5444829297146455
3.250 1:0.47775685125071904 2:0.7555555701255798 3:0.4836779602909406 4:0.3223140239715576 5:0.4054980411594421 6:1.0 7:0.3711264469212493 8:0.0 9:0.6620684986189407
3.750 1:0.4513058341478312 2:0.513131320476532 3:0.5454585830134193 4:0.37931036949157715 5:0.36588340916046597 6:1.0 7:0.20805891396439258 8:0.6269593665146538 9:0.4638027670862078
3.250 1:0.5764325498774906 2:1.0 3:0.67314369281324 4:0.5729166269302368 5:0.792793830230142 6:1.0 7:0.6343975861352825 8:0.9239096660378264 9:0.721827149018865
3.800 1:0.5613123617709208 2:0.7704081535339355 3:0.6839483487444152 4:0.6483516693115234 5:0.6074319456159002 6:0.6666666666666666 7:0.4908721543560115 8:0.7482325198352289 9:0.38376373325614593
5.000 1:0.5177240873848726 2:0.8333333134651184 3:0.7633795372197585 4:0.4938271641731262 5:0.6039678989390371 6:1.0 7:0.407065851580386 8:0.9493383232067252 9:0.9096831028608537
3.600 1:0.6221030133854145 2:0.8818181753158569 3:0.8389161625401563 4:0.2958579659461975 5:0.6785301676950165 6:0.7272727272727273 7:0.43658332444402315 8:0.9124984143424674 9:0.7976192923469696
3.800 1:0.4550315194681652 2:0.7182539105415344 3:0.5708830875900334 4:0.3684210777282715 5:0.5182365010364146 6:0.0 7:0.3060844550464732 8:0.7332037805236952 9:0.1598454815542749
2.000 1:0.3034778653620942 2:1.0 3:0.35358565011640536 4:0.3478260636329651 5:0.5410582165161116 6:1.0 7:0.47703511878344296 8:0.6692334444083141 9:0.6641220150355802
3.400 1:0.5847557962172152 2:0.6306878328323364 3:0.6121656389005238 4:0.5483871102333069 5:0.6751770967597842 6:0.5 7:0.36474375157801403 8:0.9046996157308064 9:0.4883915015276641
4.200 1:0.6382157788268409 2:0.887179434299469 3:0.8332190618814438 4:0.6377550959587097 5:0.8738334871268437 6:0.8 7:0.5000735929641873 8:0.7453597558207881 9:0.7034249926579466
3.400 1:0.4913113946276841 2:0.6701388955116272 3:0.8324107159558329 4:0.3313252925872803 5:0.639607742676798 6:1.0 7:0.4876964286465766 8:0.8785680159888064 9:0.6361185040430676
3.000 1:0.46430499887086024 2:0.7037037014961243 3:0.5455257294212578 4:0.3164557218551636 5:0.38876357014815155 6:0.0 7:0.22746469630214128 8:0.0 9:0.22785334447613925
3.000 1:0.36923917756696817 2:0.5145743489265442 3:0.42736614198412126 4:0.43209874629974365 5:0.34527806357887714 6:0.4 7:0.267554574560135 8:0.9446758724474204 9:0.7968663957279926
3.250 1:0.9575699809957088 2:1.0 3:0.9537678018266493 4:0.6301369667053223 5:0.6990938466445006 6:0.5 7:0.31880649855029336 8:0.0 9:0.7361277760253231
2.750 1:0.5356573222714149 2:0.6708333492279053 3:0.4739659176338531 4:0.18965518474578857 5:0.5600980959293 6:0.5714285714285714 7:0.4140547777400368 8:0.8020268499631625 9:0.477606893638883
2.600 1:0.5402136923745071 2:0.8285714387893677 3:0.42709762857404276 4:0.5492957830429077 5:0.5090359203978663 6:0.5 7:0.3542508247733397 8:0.9517171344428342 9:0.9368853018631332
3.400 1:0.44679656851030974 2:0.6714285612106323 3:0.7182846723540598 4:0.40566039085388184 5:0.5792141268207682 6:0.0 7:0.3986116816538593 8:0.6355897142743198 9:0.273106232852639
3.600 1:0.5281865667860307 2:0.7787878513336182 3:0.6080003144041429 4:0.5094339847564697 5:0.7517842275121008 6:0.42105263157894735 7:0.40692400765028547 8:0.9377890341864992 9:0.6664718555075995
3.600 1:0.5502827814774981 2:0.7638888955116272 3:0.6169908674975987 4:0.4559999704360962 5:0.6034520317632558 6:1.0 7:0.31271423204182036 8:0.0 9:0.8948559178031489
4.800 1:0.7111178191723466 2:0.8730158805847168 3:0.545238635516804 4:0.7241379022598267 5:0.8390887541862164 6:0.7692307692307693 7:0.4056092360388703 8:0.8090675818403056 9:0.5972810205301515
4.000 1:0.5243670526687371 2:0.774092972278595 3:0.6841538526004683 4:0.41916167736053467 5:0.6334192915912049 6:0.0 7:0.508274460259172 8:0.9269577982167218 9:0.47645643164772095
3.600 1:0.5801540952198104 2:0.7400000095367432 3:0.45197903805061496 4:0.7209302186965942 5:0.4772471437969856 6:0.6666666666666666 7:0.2731949688123559 8:0.9078292160696044 9:0.8162984629383543
3.400 1:0.48134099915624884 2:0.8416666388511658 3:0.600794120976744 4:0.3850574493408203 5:0.5405303910240521 6:1.0 7:0.5429982397404336 8:0.7890013735184164 9:0.7022667720331611
2.400 1:0.5155220608009711 2:0.6111111044883728 3:0.19519950811220405 4:0.40322577953338623 5:0.6314576297961934 6:1.0 7:0.2822301723135372 8:0.8922397248513336 9:0.21523166446682812
4.222 1:0.5014026203668084 2:0.714285671710968 3:0.6446191810814194 4:0.321739137172699 5:0.6282504625175546 6:0.6666666666666666 7:0.2838359322630593 8:0.8217441642058051 9:0.6559436969409028
3.000 1:0.5944472988050177 2:0.7222221493721008 3:0.5629187290486449 4:0.5777777433395386 5:0.3981337435512955 6:1.0 7:0.2214790066212129 8:0.6757237618783173 9:0.3790868511908798
3.000 1:0.48157805933175996 2:0.7277777791023254 3:0.5956687423365805 4:0.2983871102333069 5:0.3491239456078555 6:0.75 7:0.3046742684286715 8:0.7368475909187189 9:0.19251911817885875
2.750 1:0.42555163737515744 2:0.9047618508338928 3:0.8644066363008197 4:0.7383177280426025 5:0.5210428809971516 6:0.6 7:0.5090225469372829 8:0.9343880699131752 9:0.7851592385880417
4.000 1:0.7144919839066574 2:0.9285714626312256 3:0.86645425924195 4:0.6686046123504639 5:0.8777950252773402 6:1.0 7:0.6958257136281694 8:0.9424776811044309 9:0.7619765421529355
1.750 1:0.5034170377437355 2:0.800000011920929 3:0.31639891950618937 4:0.4383561611175537 5:0.32368866958147435 6:0.5 7:0.2531675801846973 8:0.9246378752081628 9:0.14040805371685375
1.750 1:0.2724355108194712 2:0.6616666913032532 3:0.42697776615825855 4:0.3888888955116272 5:0.543594035488834 6:0.5454545454545454 7:0.3621435144157645 8:0.9115362903113977 9:0.5329226636280155
4.500 1:0.46332944840681434 2:0.7857142686843872 3:0.5393193367581917 4:0.3918918967247009 5:0.7602949388818331 6:1.0 7:0.35932140177084354 8:0.9288507580182385 9:0.5862381187423903
3.250 1:0.33443517408931694 2:0.7820513248443604 3:0.5446365511997032 4:0.49425286054611206 5:0.31711023023516655 6:0.8 7:0.43804714136591205 8:0.9415834458543578 9:0.4083333577303619
5.000 1:0.6433380731237143 2:0.718650758266449 3:0.8342222128699897 4:0.75 5:0.7210393945965103 6:1.0 7:0.2978625243199243 8:0.8341128826014971 9:0.9475198954619396
3.000 1:0.49276485997038527 2:0.7215277552604675 3:0.743413572510888 4:0.4477611780166626 5:0.6424661000548937 6:0.875 7:0.5200015266810422 8:0.9275219744547021 9:0.8550036087058114
2.800 1:0.4881575929811932 2:0.6493827104568481 3:0.4153609863958296 4:0.3253968358039856 5:0.4610350116547207 6:0.4 7:0.2789034734382552 8:0.7913489839326513 9:0.47352918526220883
2.667 1:0.666134143358483 2:0.8125 3:0.5741643607669865 4:0.5727272629737854 5:0.5283954174091465 6:0.6666666666666666 7:0.23313521167110157 8:0.8239934111668277 9:0.31340315735877927
4.000 1:0.3455082550144449 2:0.6872294545173645 3:0.4909217835677764 4:0.4609929323196411 5:0.4838172328603742 6:0.8888888888888888 7:0.39409248874985375 8:0.8481841999315995 9:0.9089975237115651
4.400 1:0.7356947578925479 2:1.0 3:0.6636766889590209 4:0.7804877758026123 5:0.8717216424243972 6:1.0 7:0.33644153948830957 8:0.9599579345661808 9:0.8354807329614821
4.250 1:0.7493351860242138 2:0.9220778942108154 3:0.7344465886756377 4:0.598901093006134 5:0.820162883692503 6:1.0 7:0.5638184720295678 8:0.9549735291216369 9:0.8439841271221653
4.176 1:0.6296942324120759 2:0.6488094925880432 3:0.5621081647978781 4:0.22448980808258057 5:0.8421970894687151 6:1.0 7:0.18557130832826213 8:0.9262264262212698 9:0.6998063619135604
3.000 1:0.5462032416701346 2:0.5753968358039856 3:0.3008189026374831 4:0.2708333134651184 5:0.4964744861645989 6:0.9090909090909091 7:0.26590828119900145 8:0.8525184374805688 9:0.5346781474871174
2.500 1:0.4885214836214873 2:0.7166666984558105 3:0.5422782105644524 4:0.3734939694404602 5:0.33210062766798737 6:0.5714285714285714 7:0.3065660948057037 8:0.7349389237514078 9:0.41611987818121376
3.800 1:0.23396172110273827 2:0.6328868865966797 3:0.45103541576082545 4:0.446540892124176 5:0.387996090737607 6:0.8 7:0.42116359438104123 8:0.9414349667746028 9:0.5758712677469554
4.600 1:0.5912076584505928 2:1.0 3:0.7191914130783295 4:0.7910447716712952 5:0.6366736231476252 6:1.0 7:0.5476386122806466 8:0.8918352748383873 9:0.9334170181844912
1.400 1:0.7437650224557938 2:0.7434523701667786 3:0.6965211976686151 4:0.7142857313156128 5:0.8492607741340789 6:0.9333333333333333 7:0.3625356698492312 8:0.9607047907817097 9:0.7672520276762584
2.800 1:0.3576195245605537 2:0.6489796042442322 3:0.5910299890362414 4:0.3100000023841858 5:0.83851559695856 6:0.0 7:0.45334236614386597 8:0.548256856702616 9:0.49714406371097664
2.800 1:0.6405373911632369 2:0.75 3:0.5041928628783038 4:0.5370370149612427 5:0.5974543683306434 6:0.7692307692307693 7:0.402179756612982 8:0.6128500038384717 9:0.38498331463112134
4.200 1:0.4877969424288247 2:0.7000000476837158 3:0.7199542873162339 4:0.5692307949066162 5:0.6104168586193296 6:1.0 7:0.41478107901628103 8:0.9622822250423125 9:0.6889619790411795
1.000 1:0.32142276155110644 2:0.5944444537162781 3:0.5004743823941898 4:0.273809552192688 5:0.4551229877405454 6:0.2857142857142857 7:0.32855647889327244 8:0.0 9:0.3000499708570934
4.200 1:0.658139531654001 2:0.8222222328186035 3:0.8309184220965181 4:0.6551724076271057 5:0.7338576352580685 6:0.0 7:0.5720833980482184 8:0.9409716101606846 9:0.4326896815461949
2.750 1:0.2784335181503975 2:0.581944465637207 3:0.5414540882370587 4:0.4375 5:0.29937646620579506 6:0.4 7:0.2945375662372672 8:0.9939872354397953 9:0.6729517577383308
2.500 1:0.37479636084038737 2:0.8125 3:0.3399748739556007 4:0.2542372941970825 5:0.528605031064489 6:0.8 7:0.41114992870549405 8:0.9316543608160679 9:0.7774752032221552
3.500 1:0.16235182014128452 2:0.6074999570846558 3:0.5573587319127358 4:0.4615384340286255 5:0.26751007367610974 6:1.0 7:0.3650204251537228 8:0.9208351515318752 9:0.6902553737448097
4.750 1:0.3790177525662997 2:0.6833333373069763 3:0.6029471130565393 4:0.49275362491607666 5:0.351567097376221 6:1.0 7:0.3493171550758254 8:0.7084124442612987 9:0.5512407188985619
3.000 1:0.8473045541740883 2:0.875 3:0.7645120775492796 4:0.6601307392120361 5:0.7326875824779414 6:1.0 7:0.5973045643369514 8:0.8543028878588854 9:0.5177615234713235
3.500 1:0.49683405134856806 2:0.8399999737739563 3:0.5325277584682137 4:0.20689654350280762 5:0.33342416059025304 6:1.0 7:0.31148577920143206 8:0.9576830162755943 9:0.6577611059420315
4.000 1:0.34748599038418176 2:0.765082597732544 3:0.71683321771192 4:0.7828947305679321 5:0.37705918059179927 6:0.0 7:0.418252621075167 8:0.9625084836442603 9:0.445425578159896
2.000 1:0.2767778374489573 2:0.32797619700431824 3:0.4303557497777162 4:0.459770143032074 5:0.24197868558561503 6:0.5714285714285714 7:0.0761756231373936 8:0.0 9:0.027143595569926477
3.200 1:0.43543949660030334 2:0.7954545617103577 3:0.6955753283897894 4:0.6294117569923401 5:0.5279947757330961 6:0.6666666666666666 7:0.40225669439534883 8:0.8946812638561222 9:0.8191528720462271
3.600 1:0.48131091953345845 2:0.8125 3:0.546313026406276 4:0.44999998807907104 5:0.7547513224502904 6:0.6666666666666666 7:0.3848948550394662 8:0.9660785658743897 9:0.8355030227937513
3.800 1:0.5799397426931958 2:0.7727272510528564 3:0.5522856488397224 4:0.5277777910232544 5:0.6643249238423172 6:0.0 7:0.45707307359504823 8:0.9567846763744445 9:0.42308874450788286
5.000 1:0.858771156702333 2:1.0 3:0.9063324935091169 4:0.4345238208770752 5:0.9443162710117858 6:0.8571428571428571 7:0.9092869994777529 8:0.9667917729712951 9:0.9608189844204762
4.000 1:0.4805658324807437 2:0.6785714030265808 3:0.6175980127304327 4:0.550000011920929 5:0.48719535589620955 6:1.0 7:0.3543905934668721 8:0.8377495815347353 9:0.20730930244157597
3.000 1:0.46942197637298555 2:0.6733333468437195 3:0.36059141032573166 4:0.26153844594955444 5:0.5547154032405399 6:1.0 7:0.4774598789768003 8:0.0 9:0.5723704328545461
2.500 1:0.35543554062127747 2:0.8333333134651184 3:0.6575738040899762 4:0.5813953876495361 5:0.5230716947591468 6:0.36363636363636365 7:0.4389072509265308 8:0.9008168012515229 9:0.6497579194986429
3.000 1:0.4316696440960499 2:0.4555555582046509 3:0.751600752848079 4:0.48295456171035767 5:0.5405724067235995 6:1.0 7:0.16325387952092757 8:0.0 9:0.23040676466118498
4.000 1:0.7138487894192175 2:0.6899999976158142 3:0.7389035799042133 4:0.5504587292671204 5:0.6578999046222891 6:1.0 7:0.3150681335260384 8:0.8937577842767613 9:0.9477888823120253
2.000 1:0.36649175588492283 2:0.8928571343421936 3:0.7803015021107632 4:0.8064516186714172 5:0.20833086781967267 6:0.5 7:0.21996523485101271 8:0.9365216385324089 9:0.8152311887037188
3.000 1:0.4471248044979091 2:0.7176190614700317 3:0.6156424532057618 4:0.3177570104598999 5:0.6502088417370249 6:0.5454545454545454 7:0.4382784355818622 8:0.77438002332921 9:0.5754194653669141
2.625 1:0.3838540100464888 2:0.5809524059295654 3:0.3177115918763736 4:0.273809552192688 5:0.6965274997074739 6:0.8 7:0.2825496105285098 8:0.9631051024380194 9:0.7100830057632364
3.200 1:0.3807370958448567 2:0.614062488079071 3:0.516061152549515 4:0.4689265489578247 5:0.4616708516886987 6:0.2857142857142857 7:0.3956459855420206 8:0.7889603553577251 9:0.6253722853804189
4.000 1:0.6212636799021526 2:0.887179434299469 3:0.661965949977348 4:0.6725146174430847 5:0.5397012361251832 6:0.9333333333333333 7:0.5455226838171401 8:0.8502717725482368 9:0.8551373919720124
