0.0 1:0.1575562760978606 2:0.6560019850730896 3:0.28096235582822965 4:0.3205128312110901 5:0.2833803453807772 6:1.0 7:0.1650088980295882 8:0.849605205746502 9:0.0 10:0.05358851049247692 11:0.3512314321933646 12:0.9090215411074355 13:0.04597701149425287 14:0.125 15:0.111111111111 16:22.0
0.0 1:0.3231084631175281 2:0.841297447681427 3:0.46212844003146 4:0.4285714030265808 5:0.3701025005683715 6:1.0 7:0.3184560558293594 8:0.8309472554815396 9:0.0 10:0.3520706812094199 11:0.29631534836017903 12:0.8485693306141577 13:0.07246376811594203 14:0.2222222089767456 15:0.690026954178 16:0.0
0.0 1:0.3795438052901071 2:0.7202380895614624 3:0.881215103847563 4:0.40259742736816406 5:0.6811244933633228 6:1.0 7:0.5128548542527699 8:0.7312669217719749 9:1.0 10:0.15400197138698307 11:0.0 12:0.6269886742998355 13:0.09523809523809523 14:0.3333333134651184 15:0.166666666667 16:46.0
0.0 1:0.14797976678630625 2:0.9580246806144714 3:0.561296353450483 4:0.36000001430511475 5:0.18710457865338517 6:0.0 7:0.6090393234482411 8:0.5078344211760356 9:1.0 10:0.4956086265240051 11:0.09273899435477236 12:0.5693206414079623 13:0.041666666666666664 14:0.23076921701431274 15:0.4 16:22.0
0.0 1:0.04272908894246908 2:0.7326388955116272 3:0.2664793202456409 4:0.24657535552978516 5:0.2067647504576343 6:1.0 7:0.255623878108382 8:0.8664364305458375 9:1.0 10:0.3045212554796354 11:0.19264185085579386 12:0.772206913159247 13:0.0196078431372549 14:-0.3333333730697632 15:0.587755102041 16:16.0
0.0 1:0.7199166888545501 2:1.0 3:0.6318149874967837 4:0.44117647409439087 5:0.5919461391542885 6:1.0 7:0.3709239512565534 8:0.6936323674781638 9:1.0 10:0.0102048687483195 11:0.0 12:0.5864553084358656 13:0.2857142857142857 14:-0.2857142686843872 15:1.4 16:36.0
0.0 1:0.45598534487810677 2:0.8381558656692505 3:0.7006251135666093 4:0.5510203838348389 5:0.4364627862386907 6:1.0 7:0.35586726511965294 8:0.8770172258557773 9:1.0 10:0.0945288500436269 11:0.21146129618673046 12:0.7654285741212938 13:0.2564102564102564 14:0.3999999761581421 15:0.833333333333 16:7.0
0.0 1:0.9180714315952125 2:1.0 3:0.8468337732324694 4:0.9516128897666931 5:0.985034105804909 6:1.0 7:0.5093298575640943 8:1.0 9:1.0 10:0.9999631024565799 11:1.0 12:1.0 13:0.6833333333333333 14:0.8333333134651184 15:0.791208791209 16:2.0
0.0 1:0.5731793629959928 2:0.7551020383834839 3:0.6735740668311935 4:0.6129032373428345 5:0.49259759630373134 6:1.0 7:0.21228933003386363 8:0.7362888555973315 9:1.0 10:0.0020542570410777956 11:0.0 12:0.7571764561426937 13:0.4 14:0.3333333134651184 15:0.5 16:1.0
0.0 1:0.7806771209777467 2:1.0 3:0.599863547480941 4:0.4615384340286255 5:0.7174283611167597 6:1.0 7:0.5312131028564757 8:0.9020213631679783 9:1.0 10:0.2043637582486579 11:0.0 12:0.7653532132731431 13:0.25 14:-0.25 15:1.04166666667 16:36.0
0.0 1:0.053223278798575344 2:0.642536461353302 3:0.5792840330116438 4:0.1666666865348816 5:0.006607569788023087 6:1.0 7:5.061847390577403E-7 8:0.0 9:1.0 10:0.0 11:0.0 12:0.0 13:0.0 14:-2.200000047683716 15:0.0 16:53.0
0.0 1:0.5927069073762072 2:0.9107142686843872 3:0.8053596481579731 4:0.7241379022598267 5:0.7032865200117152 6:1.0 7:0.6565328225784319 8:0.9636926041427667 9:1.0 10:0.286191693356297 11:1.0000000000000002 12:0.9479276422957478 13:0.2857142857142857 14:0.5714285373687744 15:0.642857142857 16:1.0
0.0 1:0.10017394344366345 2:0.5515217185020447 3:0.22986836881297656 4:0.1944444179534912 5:0.13430439798882063 6:1.0 7:0.11627153184051436 8:0.0 9:1.0 10:0.0 11:0.0 12:0.0 13:0.08333333333333333 14:0.1111111044883728 15:0.266666666667 16:1.0
0.0 1:0.2326699405919155 2:0.8148148059844971 3:0.5916534245345776 4:0.5098038911819458 5:0.22968879030186345 6:1.0 7:0.5510148040498335 8:0.5713556646184021 9:1.0 10:0.5209097070065554 11:0.5453212359122943 12:0.6004139559844315 13:0.04 14:0.25 15:0.428571428571 16:15.0
0.0 1:0.3510249318849954 2:0.7959821224212646 3:0.4226561652959539 4:0.2881355881690979 5:0.4244106098242975 6:1.0 7:0.360283184919332 8:0.8027692317033712 9:1.0 10:0.1347579491014703 11:0.32043082728015293 12:0.9157043359403081 13:0.14634146341463414 14:0.09090906381607056 15:0.555555555556 16:8.0
0.0 1:0.5253351982837444 2:1.0 3:0.5224942196639181 4:0.591549277305603 5:0.755991773037155 6:1.0 7:0.6278230425353042 8:0.513258234070639 9:1.0 10:0.7452046943601358 11:0.23195362507693126 12:0.5259593353091494 13:0.2289156626506024 14:0.3333333134651184 15:0.717948717949 16:7.0
0.0 1:0.5739303937718868 2:0.9115646481513977 3:0.803090026216303 4:0.43529409170150757 5:0.5089924267072644 6:1.0 7:0.2777139959353123 8:0.8031808081422598 9:1.0 10:0.007341852026249726 11:0.27826077404467403 12:0.7866671618084129 13:0.3333333333333333 14:0.0 15:0.794117647059 16:34.0
0.0 1:0.1817979528475927 2:0.7305246591567993 3:0.6448446935981101 4:0.3265306353569031 5:0.17366209607108 6:1.0 7:0.34370948808550383 8:0.9014214527620865 9:1.0 10:0.1817161778233251 11:0.5891338229966857 12:0.9007328401406626 13:0.09090909090909091 14:0.27272725105285645 15:0.555555555556 16:6.0
0.0 1:0.5136670189498121 2:0.9125000238418579 3:0.4092731728581012 4:0.4929577708244324 5:0.735804416468325 6:1.0 7:0.6095284961000269 8:0.5414468938154399 9:1.0 10:0.6545530758779621 11:0.27827091715023916 12:0.5480567115233774 13:0.296875 14:0.08333331346511841 15:0.933333333333 16:5.0
0.0 1:0.19522371862554017 2:0.6759424805641174 3:0.3420482713196054 4:0.2909091114997864 5:0.31720492113710336 6:1.0 7:0.23744697138652265 8:0.6286322883764173 9:1.0 10:0.03786719790901178 11:0.0 12:0.591703054925537 13:0.02040816326530612 14:0.1818181872367859 15:0.166666666667 16:25.0
0.0 1:0.0 2:0.4310365617275238 3:0.2094815537973163 4:0.22580647468566895 5:0.0 6:1.0 7:9.684703717470729E-8 8:0.8924472629877778 9:0.0 10:0.014905219308204766 11:0.06984095136864446 12:0.0 13:0.0 14:-0.25 15:0.0 16:16.0
0.0 1:0.0 2:0.6188338398933411 3:0.24336095267632363 4:0.31707316637039185 5:0.0 6:1.0 7:7.667055501915291E-7 8:0.5236241528341039 9:1.0 10:0.013545167951385892 11:0.0 12:0.4920165933049414 13:0.0 14:0.0 15:0.0 16:14.0
0.0 1:0.3400703726957294 2:0.5458333492279053 3:0.45994376172687385 4:0.35384613275527954 5:0.44579173603224836 6:0.41581456684589496 7:0.31002680694774976 8:0.8751607652748076 9:1.0 10:0.1899361343477877 11:0.24553593947210936 12:0.6952067674712485 13:0.21818181818181817 14:0.3333333134651184 15:0.527472527473 16:4.0
0.0 1:0.13502573694571346 2:0.4386904835700989 3:0.25542100463424044 4:0.3442623019218445 5:0.12759079514527577 6:0.0 7:0.13306605915466665 8:0.0 9:1.0 10:0.0 11:0.0 12:0.0 13:0.01818181818181818 14:0.0 15:0.131868131868 16:5.0
0.0 1:0.2017037244803293 2:0.6759424209594727 3:0.3330208724685519 4:0.3500000238418579 5:0.2980240972339734 6:1.0 7:0.23489865805099502 8:0.6286322883764173 9:1.0 10:0.03786719790901178 11:0.0 12:0.591703054925537 13:0.0 14:0.09090906381607056 15:0.228571428571 16:30.0
0.0 1:0.050291398494686224 2:0.4657016694545746 3:0.33043179362043124 4:0.2777777910232544 5:0.020945098850989743 6:1.0 7:8.095202332778616E-8 8:0.0 9:1.0 10:0.0 11:0.366025792518402 12:0.6151117893967681 13:0.023809523809523808 14:0.19999998807907104 15:0.0 16:24.0
0.0 1:0.05914565024231074 2:0.5262377262115479 3:0.3557115464594231 4:0.1944444179534912 5:0.051635020366975114 6:1.0 7:0.11656690584292928 8:0.0 9:1.0 10:0.0 11:0.0 12:0.6907039544213164 13:0.006622516556291391 14:0.0 15:0.0614035087719 16:1.0
0.0 1:0.3037043237671203 2:0.6991071105003357 3:0.6073716187544307 4:0.260869562625885 5:0.5056036343413007 6:1.0 7:0.4122831650101946 8:0.7361470306736997 9:1.0 10:0.1818237760089482 11:0.0 12:0.5998209985775064 13:0.04285714285714286 14:0.07692307233810425 15:0.3 16:39.0
0.0 1:0.27578351336265833 2:0.8571428656578064 3:0.8282389227074507 4:0.4716981053352356 5:0.25116450543042146 6:1.0 7:0.6373326813962268 8:0.586918791344316 9:1.0 10:0.47247032946523343 11:0.6339564929598023 12:0.45811493952486204 13:0.09090909090909091 14:0.3333333134651184 15:0.333333333333 16:22.0
0.0 1:0.3054097937138162 2:0.742213785648346 3:0.43349997402202206 4:0.2535211443901062 5:0.469040423891698 6:1.0 7:0.30338420412562794 8:0.7386119571189175 9:1.0 10:0.23245529306061527 11:0.2018803020552774 12:0.7234070745436285 13:0.09649122807017543 14:0.0 15:0.233333333333 16:1.0
0.0 1:0.5969226668679707 2:0.8148148059844971 3:0.7058576085740741 4:0.5588235259056091 5:0.8970365866708011 6:1.0 7:0.318333393386093 8:0.9969601877200018 9:1.0 10:0.6322573290767551 11:0.38092184037350435 12:0.9033405865167605 13:0.5789473684210527 14:0.4166666865348816 15:0.757575757576 16:8.0
0.0 1:0.01612979632655483 2:0.3611331880092621 3:0.2853232950088667 4:0.25 5:0.0031044484125741256 6:1.0 7:7.502231032647438E-8 8:0.0 9:1.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.1428571343421936 15:0.0 16:14.0
0.0 1:0.4791507716566631 2:0.8611111044883728 3:0.5457772956695056 4:0.27868854999542236 5:0.6332381524413349 6:1.0 7:0.5225616515121785 8:0.9619339395881312 9:1.0 10:0.1572993415638732 11:0.042689921092007414 12:0.890132334682413 13:0.23076923076923078 14:-0.125 15:0.833333333333 16:9.0
0.0 1:0.36500915007353923 2:0.7087198495864868 3:0.5270012825712208 4:0.5102040767669678 5:0.47873248080882624 6:1.0 7:0.30504342588676314 8:0.0 9:1.0 10:3.7427408203313204E-4 11:0.0 12:0.7902033297982812 13:0.19607843137254902 14:0.5454545021057129 15:0.333333333333 16:14.0
0.0 1:0.4002010244293473 2:1.0 3:0.8173864858198462 4:0.7945205569267273 5:0.3790626996889043 6:1.0 7:0.60976581967893 8:0.6133128148369227 9:1.0 10:0.6155158412324221 11:0.12401903662923854 12:0.6763741016781524 13:0.27722772277227725 14:0.625 15:0.595238095238 16:7.0
0.0 1:0.34729716376601866 2:0.84765625 3:0.5439215078619332 4:0.4175823926925659 5:0.2712261741683984 6:1.0 7:0.2261938107240049 8:0.6842245649609136 9:1.0 10:0.003976900423550996 11:0.0 12:0.5751376981896934 13:0.08333333333333333 14:-0.3333333730697632 15:0.847058823529 16:34.0
0.0 1:0.729930578142943 2:0.9444444179534912 3:0.8844648209438373 4:0.6470588445663452 5:0.6612060798008903 6:1.0 7:0.42322087167887307 8:0.8722866345114223 9:1.0 10:0.06457995271819823 11:0.6956667885220669 12:0.8944014526024762 13:0.509090909090909 14:0.45454543828964233 15:0.783673469388 16:24.0
0.0 1:0.7574496604747984 2:1.0 3:0.500739885660446 4:0.37704920768737793 5:0.47028135303219093 6:1.0 7:0.1752961918801758 8:0.0 9:1.0 10:0.0 11:0.0 12:0.0 13:0.4 14:-1.0 15:1.66666666667 16:33.0
0.0 1:0.7843393948194912 2:1.0 3:0.609893994158777 4:0.4067796468734741 5:0.8255965004520646 6:1.0 7:0.7144337788348869 8:0.8784942928434114 9:1.0 10:0.48817972445448526 11:0.20515873734232348 12:0.9187665238702107 13:0.42857142857142855 14:0.10000002384185791 15:1.25 16:17.0
0.0 1:0.41095001214810223 2:0.6984127163887024 3:0.44726559358079604 4:0.48571425676345825 5:0.25617480518119096 6:1.0 7:0.21650845401165025 8:0.0 9:1.0 10:0.0 11:0.0 12:0.0 13:0.23076923076923078 14:0.0 15:0.0 16:11.0
0.0 1:0.0 2:0.31035351753234863 3:0.22397300478342963 4:0.21052628755569458 5:0.0 6:1.0 7:6.934223071712875E-8 8:0.0 9:1.0 10:0.0 11:0.0 12:0.4647879412955219 13:0.0 14:0.0 15:0.0 16:8.0
0.0 1:0.7137195009546293 2:1.0 3:0.5065008838579024 4:0.529411792755127 5:0.5918283488844372 6:1.0 7:0.2519505045278597 8:0.6061879180319101 9:1.0 10:0.007101474430982659 11:0.0 12:0.6773429624385863 13:0.3 14:-0.20000004768371582 15:1.42857142857 16:12.0
0.0 1:0.00848655875796496 2:0.4849206209182739 3:0.2501391911055004 4:0.1803278923034668 5:0.0024337279192318787 6:0.0 7:2.1969301678481304E-7 8:0.0 9:1.0 10:0.0 11:0.05307058860398168 12:0.0 13:0.013333333333333334 14:0.07692307233810425 15:0.0 16:1.0
0.0 1:0.2641217341453108 2:0.7551020383834839 3:0.2100903000751093 4:0.24590164422988892 5:0.29163577244548533 6:1.0 7:0.23310635210913577 8:0.0 9:1.0 10:0.0 11:0.04806133836586228 12:0.5613746225727834 13:0.0 14:-0.4285714626312256 15:0.75 16:34.0
0.0 1:0.009008146319182585 2:0.515656590461731 3:0.10705205340819539 4:0.2857142686843872 5:8.042150844785973E-4 6:0.0 7:9.75535779799802E-7 8:0.0 9:1.0 10:0.0 11:0.2886489474389692 12:0.0 13:0.0 14:0.09090906381607056 15:0.0 16:9.0
0.0 1:0.4184653243562266 2:0.90625 3:0.24616658985828668 4:0.27397263050079346 5:0.5442517828364706 6:1.0 7:0.4250144547081239 8:0.9013285732593644 9:1.0 10:0.2737729212942228 11:0.28988238961327933 12:0.8478511051708195 13:0.05319148936170213 14:0.13333332538604736 15:0.783673469388 16:2.0
0.0 1:0.18594801948586687 2:0.84765625 3:0.34915469873572924 4:0.39560437202453613 5:0.2819959161640046 6:1.0 7:0.25703880415797653 8:0.6499331824965628 9:0.0 10:0.11847242339834246 11:0.0 12:0.6957865911470085 13:0.01818181818181818 14:-0.09090912342071533 15:0.380952380952 16:36.0
0.0 1:0.09529557168004828 2:0.6313492059707642 3:0.6435143984314922 4:0.42465752363204956 5:0.08447586519010228 6:1.0 7:0.22115585737274138 8:0.5404070149245099 9:1.0 10:0.04915599177610584 11:0.2706705282393005 12:0.0 13:0.015625 14:0.2142857313156128 15:0.207792207792 16:36.0
0.0 1:0.06325548359552187 2:0.7000000476837158 3:0.3229405457199001 4:0.46666663885116577 5:0.020041401749738532 6:1.0 7:0.2681014909020579 8:0.8863275058985687 9:1.0 10:0.05328408957377591 11:0.12816450159610487 12:0.0 13:0.03571428571428571 14:0.125 15:0.266666666667 16:8.0
0.0 1:0.5864597495144178 2:0.699999988079071 3:0.45013678576325605 4:0.6964285373687744 5:0.6547775043907668 6:0.41581456684589496 7:0.3646016170684089 8:0.7906671930757144 9:1.0 10:0.092611351591142 11:0.5569981122112484 12:0.9153138527427296 13:0.4666666666666667 14:0.699999988079071 15:0.527472527473 16:8.0
0.0 1:0.3698481885994713 2:0.7366071343421936 3:0.6346903552282626 4:0.375 5:0.5434949519283316 6:1.0 7:0.43471398092002905 8:0.7565450496289972 9:1.0 10:0.1536289460542429 11:0.7452144445390648 12:0.6907229641830146 13:0.10714285714285714 14:0.375 15:0.333333333333 16:19.0
0.0 1:0.4940560473382863 2:0.8571428656578064 3:0.4823526432996673 4:0.4821428656578064 5:0.4367902884036952 6:1.0 7:0.26052116516407575 8:0.9111168119980516 9:1.0 10:0.06431326462824791 11:0.5132865076094871 12:0.8044397474641679 13:0.2727272727272727 14:0.45454543828964233 15:0.9 16:2.0
0.0 1:0.8573114140019659 2:1.0 3:0.7226775834207384 4:0.46268653869628906 5:0.6633281724477954 6:1.0 7:0.39061912913327346 8:0.698809974837507 9:1.0 10:0.009969780010779179 11:0.40488852351825444 12:0.5812011259166436 13:0.7142857142857143 14:-0.14285719394683838 15:1.25 16:36.0
0.0 1:0.13462202658129724 2:0.535714328289032 3:0.5505973462350446 4:0.30882352590560913 5:0.04222222980931325 6:1.0 7:1.0440579300927662E-6 8:0.5183292432668796 9:1.0 10:8.458619545001323E-4 11:0.0 12:0.0 13:0.047619047619047616 14:-0.7142857313156128 15:0.466666666667 16:31.0
0.0 1:0.6157606418704918 2:1.0 3:0.5014681499053362 4:0.33898305892944336 5:0.665937869527451 6:1.0 7:0.5325763351390181 8:0.8104542034060833 9:1.0 10:0.21122612342502048 11:0.09327727492838551 12:0.7242708978791856 13:0.16326530612244897 14:0.09090906381607056 15:0.555555555556 16:21.0
0.0 1:0.4494530359155697 2:1.0 3:0.3490674437239664 4:0.36263734102249146 5:0.5407239504225254 6:1.0 7:0.5251295887445553 8:0.7575038040559687 9:0.0 10:0.5894616672966617 11:0.0 12:0.6990126345039593 13:0.12 14:-0.375 15:1.45454545455 16:44.0
0.0 1:0.16130661087349932 2:0.895061731338501 3:0.2623613351853364 4:0.22950822114944458 5:0.1608092052488812 6:1.0 7:0.1750031165243931 8:0.0 9:1.0 10:2.707358428884508E-7 11:0.0 12:0.46968250811802237 13:0.0 14:-0.25 15:0.444444444444 16:19.0
0.0 1:0.19096793189978858 2:1.0 3:0.42033026874258556 4:0.253731369972229 5:0.11241291694401324 6:1.0 7:0.1772829489950633 8:0.0 9:1.0 10:5.0227506771066136E-5 11:0.0 12:0.0 13:0.1 14:-1.2000000476837158 15:0.777777777778 16:42.0
0.0 1:0.5397816842386861 2:1.0 3:0.6020593293607 4:0.305084764957428 5:0.7707590588649076 6:1.0 7:0.6417811473303134 8:0.9206782531052058 9:1.0 10:0.7375112491866951 11:0.36194969066618765 12:0.9335046361369905 13:0.1864406779661017 14:0.1666666865348816 15:0.8 16:4.0
0.0 1:0.5147915458257015 2:0.7623456716537476 3:0.4578831076728363 4:0.3492063283920288 5:0.7892964752027343 6:1.0 7:0.3158909295663914 8:0.9574491932171589 9:1.0 10:0.3450885382733019 11:0.14224139111337306 12:0.8654545444981444 13:0.15384615384615385 14:0.0 15:0.659340659341 16:3.0
0.0 1:0.08270068139619617 2:0.7232456803321838 3:0.22389566490250867 4:0.21739131212234497 5:0.13164459847483206 6:1.0 7:0.23644741160019167 8:0.7859429358306331 9:1.0 10:0.26955796172738244 11:0.3422104087985234 12:0.8700434654403024 13:0.012658227848101266 14:0.07142859697341919 15:0.0277777777778 16:7.0
0.0 1:0.24876438981747676 2:0.8600654602050781 3:0.47332924377387375 4:0.5660377740859985 5:0.31197976246720976 6:1.0 7:0.49343107255314955 8:0.8503249099322417 9:1.0 10:0.24014916089335905 11:0.23194458114922437 12:0.8573427979036347 13:0.2222222222222222 14:0.5 15:0.757575757576 16:19.0
0.0 1:0.18956372223485465 2:0.6875 3:0.24775480586692908 4:0.2967032790184021 5:0.14702546749146575 6:1.0 7:0.13044402454518847 8:0.8631093240693218 9:0.0 10:0.07475719189143594 11:0.37251557937242596 12:0.8377618925188671 13:0.0 14:-0.3333333730697632 15:0.380952380952 16:42.0
0.0 1:0.1914337102835429 2:0.8571428656578064 3:0.3191756137435474 4:0.3518518805503845 5:0.20755700674138766 6:0.7534524012999806 7:0.4658705415651151 8:0.6168291232681569 9:1.0 10:0.35261796541097035 11:0.0 12:0.5739102086248726 13:0.029411764705882353 14:-0.11111116409301758 15:0.4 16:19.0
0.0 1:0.3519161180823624 2:1.0 3:0.46082596816743465 4:0.3399999737739563 5:0.29617657459940694 6:1.0 7:0.226157970946295 8:0.5977107629583889 9:1.0 10:0.6289826881243026 11:0.10691407667382012 12:0.668696402780411 13:0.09523809523809523 14:0.10000002384185791 15:0.415584415584 16:15.0
0.0 1:0.0 2:0.7256944179534912 3:0.22582632467813404 4:0.26923078298568726 5:0.0 6:1.0 7:1.805014354178795E-6 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:-1.0 15:0.266666666667 16:34.0
0.0 1:0.6333272676056303 2:0.8989898562431335 3:0.700100296487217 4:0.46268653869628906 5:0.650864462563097 6:1.0 7:0.6747502378846333 8:0.6707578343143721 9:1.0 10:0.07396619935493959 11:0.12687150146549214 12:0.7698728044791006 13:0.40816326530612246 14:0.09090906381607056 15:1.02857142857 16:0.0
0.0 1:0.5306368119735833 2:0.7952806353569031 3:0.5816448482835189 4:0.28358209133148193 5:0.7970960351379768 6:0.0 7:0.34056626296728865 8:0.9797411695926762 9:1.0 10:0.503746894913249 11:0.24495024375353272 12:0.934497633937158 13:0.1774193548387097 14:0.1666666865348816 15:0.604838709677 16:5.0
0.0 1:0.4777455182430276 2:1.0 3:0.8387452589298198 4:0.7868852615356445 5:0.5279271282778384 6:1.0 7:0.5875634760563679 8:0.9932638117356226 9:1.0 10:0.8554242849582622 11:0.13837007341386073 12:0.9738982870067875 13:0.38461538461538464 14:0.5714285373687744 15:1.0 16:5.0
0.0 1:0.4098267812013881 2:0.8132756352424622 3:0.5120228712254248 4:0.5753424763679504 5:0.3804743007532019 6:0.0 7:0.3138529043051641 8:0.8268376437569716 9:1.0 10:0.011334501456108335 11:0.0 12:0.8472902280229133 13:0.41025641025641024 14:0.23076921701431274 15:0.654545454545 16:8.0
0.0 1:0.3670393940343627 2:0.6802308559417725 3:0.5514517533382648 4:0.1860465407371521 5:0.21293730914184356 6:1.0 7:0.20842502176512517 8:0.6290876367758205 9:0.0 10:3.7511558926218107E-4 11:0.5768657141630812 12:0.0 13:0.3 14:-1.4000000953674316 15:0.666666666667 16:65.0
0.0 1:0.3373912507342835 2:0.7063491940498352 3:0.7603754241839834 4:0.5 5:0.34078856510917577 6:1.0 7:0.4331391359330028 8:0.5670484392228932 9:1.0 10:0.33161412085409836 11:0.49495464150084406 12:0.5764223326184991 13:0.16129032258064516 14:0.38461536169052124 15:0.166666666667 16:29.0
0.0 1:0.4220057623342047 2:0.8571428656578064 3:0.5350192146024931 4:0.37704920768737793 5:0.5299119782038018 6:1.0 7:0.3430680375744665 8:0.8251705959934654 9:1.0 10:0.2688425945802 11:0.531899708491784 12:0.6815219774886432 13:0.19736842105263158 14:0.3125 15:0.15873015873 16:2.0
0.0 1:0.5210074082783762 2:1.0 3:0.639327320576575 4:0.6571428775787354 5:0.38101134390669833 6:1.0 7:0.6354701140226168 8:0.9403270852542415 9:1.0 10:0.3570317705490438 11:0.0 12:0.7909919020216027 13:0.3 14:0.19999998807907104 15:0.761904761905 16:4.0
0.0 1:0.06896207860976253 2:0.5785714387893677 3:0.37908567132357995 4:0.239130437374115 5:0.013915476915913527 6:0.0 7:1.4826704398352903E-6 8:0.0 9:1.0 10:0.0 11:0.0 12:0.6403924436699722 13:0.0 14:-0.3333333730697632 15:0.0 16:18.0
0.0 1:0.22186531764536793 2:0.7666666507720947 3:0.5930724085040394 4:0.3469387888908386 5:0.20320150710330365 6:1.0 7:0.38029013721656924 8:0.8928638082951832 9:1.0 10:0.19631361092329128 11:0.16381402275828946 12:0.6799639033939354 13:0.1111111111111111 14:0.19999998807907104 15:0.833333333333 16:12.0
0.0 1:0.24752043636845622 2:0.7087542414665222 3:0.35783853498783263 4:0.29411762952804565 5:0.23398527714028325 6:1.0 7:0.2093711736951526 8:0.0 9:1.0 10:5.628927258078806E-5 11:0.08522716653359665 12:0.7734328617075921 13:0.06666666666666667 14:-0.8333333730697632 15:0.666666666667 16:20.0
0.0 1:0.43873417352909316 2:0.824999988079071 3:0.5265930059248249 4:0.578125 5:0.44364967396038574 6:1.0 7:0.4184357452903653 8:0.8706544237589875 9:1.0 10:0.043442509039183945 11:0.3803668902268366 12:0.6394271961787908 13:0.36923076923076925 14:0.692307710647583 15:0.914285714286 16:7.0
0.0 1:0.4430470478075299 2:0.9300411343574524 3:0.49858810781279456 4:0.26229506731033325 5:0.41605836892911235 6:1.0 7:0.3661407671392111 8:0.6089209128314814 9:1.0 10:0.033323892734501245 11:0.0 12:0.6674986015763261 13:0.10714285714285714 14:-0.25 15:0.888888888889 16:12.0
0.0 1:0.49226487455146206 2:1.0 3:0.4367771919134345 4:0.7179486751556396 5:0.3203812507985905 6:1.0 7:0.2809163482815993 8:0.6195698177485173 9:1.0 10:0.733922462129666 11:0.0 12:0.6836924678869294 13:0.5555555555555556 14:0.7142857313156128 15:0.711111111111 16:8.0
